graph_type,num_nodes,num_edges,exact_vc_size,dg_size,dg_ratio,ctqw_ratio,approx2_ratio,fastvc_ratio,sa_ratio
ER,120,3562,111,113,1.018018018018018,1.009009009009009,1.0810810810810811,1.027027027027027,1.018018018018018
ER,120,3643,111,113,1.018018018018018,1.009009009009009,1.0810810810810811,1.027027027027027,1.027027027027027
ER,120,3552,110,112,1.018181818181818,1.018181818181818,1.0727272727272728,1.0272727272727273,1.018181818181818
ER,120,3576,110,112,1.018181818181818,1.018181818181818,1.0727272727272728,1.0272727272727273,1.0272727272727273
ER,120,3577,110,113,1.0272727272727273,1.0272727272727273,1.0727272727272728,1.0363636363636364,1.0272727272727273
ER,120,3635,111,112,1.009009009009009,1.009009009009009,1.063063063063063,1.018018018018018,1.018018018018018
ER,120,3624,111,114,1.027027027027027,1.009009009009009,1.063063063063063,1.0360360360360361,1.009009009009009
ER,120,3623,110,113,1.0272727272727273,1.009090909090909,1.0727272727272728,1.0272727272727273,1.0272727272727273
ER,120,4972,114,114,1.0,1.0087719298245614,1.0350877192982457,1.0087719298245614,1.0
ER,120,4991,114,114,1.0,1.0,1.0526315789473684,1.0263157894736843,1.0087719298245614
ER,120,4991,114,114,1.0,1.0087719298245614,1.0526315789473684,1.0175438596491229,1.0
ER,120,5016,114,114,1.0,1.0087719298245614,1.0350877192982457,1.0175438596491229,1.0175438596491229
ER,120,4962,113,114,1.008849557522124,1.0176991150442478,1.0442477876106195,1.0265486725663717,1.008849557522124
ER,120,5004,113,115,1.0176991150442478,1.008849557522124,1.0619469026548674,1.0265486725663717,1.0176991150442478
ER,120,5003,114,114,1.0,1.0,1.0350877192982457,1.0087719298245614,1.0087719298245614
ER,120,4995,114,114,1.0,1.0175438596491229,1.0350877192982457,1.0087719298245614,1.0175438596491229
ER,120,5022,114,115,1.0087719298245614,1.0087719298245614,1.0526315789473684,1.0263157894736843,1.0087719298245614
ER,120,5052,114,115,1.0087719298245614,1.0087719298245614,1.0526315789473684,1.0175438596491229,1.0087719298245614
ER,121,2829,109,111,1.018348623853211,1.0275229357798166,1.1009174311926606,1.0275229357798166,1.0275229357798166
ER,121,2904,109,113,1.036697247706422,1.0091743119266054,1.0825688073394495,1.0275229357798166,1.0091743119266054
ER,121,2885,109,112,1.0275229357798166,1.0091743119266054,1.1009174311926606,1.0275229357798166,1.036697247706422
ER,121,2949,109,111,1.018348623853211,1.0091743119266054,1.0825688073394495,1.036697247706422,1.036697247706422
ER,121,2906,109,111,1.018348623853211,1.0091743119266054,1.0825688073394495,1.036697247706422,1.0275229357798166
ER,121,2883,108,111,1.0277777777777777,1.0277777777777777,1.1111111111111112,1.037037037037037,1.0277777777777777
ER,121,2877,109,112,1.0275229357798166,1.018348623853211,1.1009174311926606,1.036697247706422,1.0091743119266054
ER,121,3001,109,111,1.018348623853211,1.0275229357798166,1.1009174311926606,1.0275229357798166,1.018348623853211
ER,121,2941,109,110,1.0091743119266054,1.018348623853211,1.1009174311926606,1.036697247706422,1.0275229357798166
ER,121,2977,109,111,1.018348623853211,1.018348623853211,1.0825688073394495,1.036697247706422,1.0275229357798166
ER,121,3588,111,113,1.018018018018018,1.009009009009009,1.0810810810810811,1.0360360360360361,1.009009009009009
ER,121,3608,111,113,1.018018018018018,1.018018018018018,1.0810810810810811,1.018018018018018,1.018018018018018
ER,121,3628,111,114,1.027027027027027,1.027027027027027,1.0810810810810811,1.0360360360360361,1.018018018018018
ER,121,3699,111,113,1.018018018018018,1.018018018018018,1.063063063063063,1.0360360360360361,1.027027027027027
ER,121,3624,111,113,1.018018018018018,1.0360360360360361,1.0810810810810811,1.0360360360360361,1.0360360360360361
ER,121,3626,111,115,1.0360360360360361,1.018018018018018,1.0810810810810811,1.0360360360360361,1.027027027027027
ER,121,3632,111,113,1.018018018018018,1.027027027027027,1.0810810810810811,1.027027027027027,1.027027027027027
ER,121,3700,112,114,1.0178571428571428,1.0089285714285714,1.0714285714285714,1.0267857142857142,1.0178571428571428
ER,121,3694,111,113,1.018018018018018,1.027027027027027,1.0810810810810811,1.027027027027027,1.018018018018018
ER,121,3682,111,112,1.009009009009009,1.027027027027027,1.063063063063063,1.045045045045045,1.018018018018018
ER,121,5056,114,116,1.0175438596491229,1.0087719298245614,1.0526315789473684,1.0175438596491229,1.0263157894736843
ER,121,5086,115,116,1.008695652173913,1.008695652173913,1.0434782608695652,1.008695652173913,1.008695652173913
ER,121,5077,115,116,1.008695652173913,1.017391304347826,1.0434782608695652,1.017391304347826,1.008695652173913
ER,121,5099,115,115,1.0,1.0,1.0434782608695652,1.017391304347826,1.008695652173913
ER,121,5052,114,116,1.0175438596491229,1.0087719298245614,1.0526315789473684,1.0175438596491229,1.0175438596491229
ER,121,5079,115,116,1.008695652173913,1.008695652173913,1.0434782608695652,1.017391304347826,1.0
ER,121,5085,115,116,1.008695652173913,1.008695652173913,1.0434782608695652,1.017391304347826,1.008695652173913
ER,121,5075,115,116,1.008695652173913,1.008695652173913,1.0434782608695652,1.0260869565217392,1.008695652173913
ER,121,5111,115,117,1.017391304347826,1.008695652173913,1.0434782608695652,1.0260869565217392,1.008695652173913
ER,121,5135,114,116,1.0175438596491229,1.0087719298245614,1.0526315789473684,1.0175438596491229,1.0263157894736843
ER,122,2878,110,112,1.018181818181818,1.009090909090909,1.0909090909090908,1.0363636363636364,1.018181818181818
ER,122,2951,110,110,1.0,1.0272727272727273,1.0909090909090908,1.0363636363636364,1.018181818181818
ER,122,2935,110,111,1.009090909090909,1.018181818181818,1.0909090909090908,1.0272727272727273,1.0272727272727273
ER,122,3003,110,113,1.0272727272727273,1.018181818181818,1.0727272727272728,1.0363636363636364,1.0272727272727273
ER,122,2958,110,113,1.0272727272727273,1.018181818181818,1.0909090909090908,1.0363636363636364,1.009090909090909
ER,122,2932,110,111,1.009090909090909,1.018181818181818,1.0909090909090908,1.0363636363636364,1.0272727272727273
ER,122,2931,109,111,1.018348623853211,1.018348623853211,1.1192660550458715,1.036697247706422,1.0275229357798166
ER,122,3051,110,113,1.0272727272727273,1.0,1.0909090909090908,1.0363636363636364,1.018181818181818
ER,122,2990,110,113,1.0272727272727273,1.0272727272727273,1.1090909090909091,1.0363636363636364,1.0272727272727273
ER,122,3029,110,112,1.018181818181818,1.0272727272727273,1.0909090909090908,1.0363636363636364,1.0272727272727273
ER,122,3646,113,115,1.0176991150442478,1.0176991150442478,1.0619469026548674,1.0265486725663717,1.0176991150442478
ER,122,3666,112,116,1.0357142857142858,1.0178571428571428,1.0714285714285714,1.0357142857142858,1.0178571428571428
ER,122,3690,112,116,1.0357142857142858,1.0267857142857142,1.0892857142857142,1.0357142857142858,1.0267857142857142
ER,122,3764,113,114,1.008849557522124,1.0176991150442478,1.0619469026548674,1.0265486725663717,1.008849557522124
ER,122,3687,112,113,1.0089285714285714,1.0178571428571428,1.0714285714285714,1.0178571428571428,1.0089285714285714
ER,122,3681,112,113,1.0089285714285714,1.0178571428571428,1.0714285714285714,1.0357142857142858,1.0267857142857142
ER,122,3700,112,115,1.0267857142857142,1.0178571428571428,1.0714285714285714,1.0267857142857142,1.0267857142857142
ER,122,3760,113,114,1.008849557522124,1.0176991150442478,1.0619469026548674,1.0265486725663717,1.008849557522124
ER,122,3758,112,113,1.0089285714285714,1.0178571428571428,1.0892857142857142,1.0178571428571428,1.0267857142857142
ER,122,3749,112,113,1.0089285714285714,1.0178571428571428,1.0714285714285714,1.0357142857142858,1.0178571428571428
ER,122,5148,115,117,1.017391304347826,1.008695652173913,1.0434782608695652,1.017391304347826,1.0
ER,122,5174,115,117,1.017391304347826,1.017391304347826,1.0434782608695652,1.0260869565217392,1.008695652173913
ER,122,5163,116,116,1.0,1.0086206896551724,1.0517241379310345,1.0086206896551724,1.0
ER,122,5185,115,117,1.017391304347826,1.017391304347826,1.0608695652173914,1.017391304347826,1.017391304347826
ER,122,5134,116,117,1.0086206896551724,1.0172413793103448,1.0517241379310345,1.0172413793103448,1.0086206896551724
ER,122,5170,115,117,1.017391304347826,1.017391304347826,1.0608695652173914,1.0260869565217392,1.017391304347826
ER,122,5175,115,117,1.017391304347826,1.008695652173913,1.0434782608695652,1.0260869565217392,1.0
ER,122,5163,116,117,1.0086206896551724,1.0,1.0344827586206897,1.0086206896551724,1.0086206896551724
ER,122,5196,116,117,1.0086206896551724,1.0086206896551724,1.0517241379310345,1.0172413793103448,1.0086206896551724
ER,122,5221,116,117,1.0086206896551724,1.0086206896551724,1.0344827586206897,1.0172413793103448,1.0
ER,123,2929,111,114,1.027027027027027,1.009009009009009,1.0990990990990992,1.0360360360360361,1.045045045045045
ER,123,2996,111,113,1.018018018018018,1.027027027027027,1.0810810810810811,1.018018018018018,1.018018018018018
ER,123,2980,111,114,1.027027027027027,1.018018018018018,1.0990990990990992,1.027027027027027,1.018018018018018
ER,123,3048,111,114,1.027027027027027,1.018018018018018,1.0990990990990992,1.018018018018018,1.027027027027027
ER,123,3012,111,112,1.009009009009009,1.0360360360360361,1.0990990990990992,1.045045045045045,1.018018018018018
ER,123,2979,111,113,1.018018018018018,1.018018018018018,1.0990990990990992,1.027027027027027,1.018018018018018
ER,123,2989,111,113,1.018018018018018,1.018018018018018,1.0810810810810811,1.027027027027027,1.018018018018018
ER,123,3102,111,114,1.027027027027027,1.0360360360360361,1.0990990990990992,1.0360360360360361,1.009009009009009
ER,123,3043,110,112,1.018181818181818,1.0454545454545454,1.1090909090909091,1.0454545454545454,1.0363636363636364
ER,123,3078,111,114,1.027027027027027,1.018018018018018,1.0990990990990992,1.018018018018018,1.018018018018018
ER,123,3705,113,114,1.008849557522124,1.008849557522124,1.079646017699115,1.0265486725663717,1.0176991150442478
ER,123,3722,113,114,1.008849557522124,1.008849557522124,1.079646017699115,1.0265486725663717,1.0176991150442478
ER,123,3751,114,114,1.0,1.0,1.0701754385964912,1.0175438596491229,1.0087719298245614
ER,123,3819,114,116,1.0175438596491229,1.0175438596491229,1.0701754385964912,1.0263157894736843,1.0175438596491229
ER,123,3753,113,115,1.0176991150442478,1.0265486725663717,1.079646017699115,1.0265486725663717,1.0265486725663717
ER,123,3736,114,116,1.0175438596491229,1.0263157894736843,1.0701754385964912,1.0175438596491229,1.0087719298245614
ER,123,3771,113,116,1.0265486725663717,1.008849557522124,1.079646017699115,1.0265486725663717,1.0265486725663717
ER,123,3825,113,116,1.0265486725663717,1.0176991150442478,1.079646017699115,1.0265486725663717,1.0265486725663717
ER,123,3825,114,115,1.0087719298245614,1.0175438596491229,1.0701754385964912,1.0175438596491229,1.0175438596491229
ER,123,3805,113,115,1.0176991150442478,1.0176991150442478,1.079646017699115,1.0353982300884956,1.0265486725663717
ER,123,5229,117,117,1.0,1.0085470085470085,1.0427350427350428,1.017094017094017,1.0085470085470085
ER,123,5251,116,117,1.0086206896551724,1.0172413793103448,1.0517241379310345,1.0258620689655173,1.0172413793103448
ER,123,5244,116,118,1.0172413793103448,1.0258620689655173,1.0517241379310345,1.0258620689655173,1.0086206896551724
ER,123,5265,117,118,1.0085470085470085,1.0085470085470085,1.0427350427350428,1.017094017094017,1.0085470085470085
ER,123,5223,117,117,1.0,1.0,1.0427350427350428,1.0085470085470085,1.0085470085470085
ER,123,5248,117,118,1.0085470085470085,1.0,1.0427350427350428,1.017094017094017,1.0085470085470085
ER,123,5263,116,119,1.0258620689655173,1.0172413793103448,1.0517241379310345,1.0258620689655173,1.0172413793103448
ER,123,5246,116,119,1.0258620689655173,1.0172413793103448,1.0517241379310345,1.0258620689655173,1.0172413793103448
ER,123,5282,117,117,1.0,1.0085470085470085,1.0427350427350428,1.0085470085470085,1.0085470085470085
ER,123,5304,117,118,1.0085470085470085,1.0085470085470085,1.0427350427350428,1.0085470085470085,1.0
ER,124,2976,111,114,1.027027027027027,1.0360360360360361,1.0990990990990992,1.045045045045045,1.027027027027027
ER,124,3049,112,113,1.0089285714285714,1.0178571428571428,1.0892857142857142,1.0446428571428572,1.0089285714285714
ER,124,3028,112,115,1.0267857142857142,1.0178571428571428,1.0892857142857142,1.0446428571428572,1.0357142857142858
ER,124,3095,111,115,1.0360360360360361,1.045045045045045,1.0990990990990992,1.045045045045045,1.0360360360360361
ER,124,3068,112,114,1.0178571428571428,1.0267857142857142,1.0892857142857142,1.0357142857142858,1.0267857142857142
ER,124,3028,111,114,1.027027027027027,1.0360360360360361,1.0990990990990992,1.045045045045045,1.027027027027027
ER,124,3048,112,115,1.0267857142857142,1.0267857142857142,1.1071428571428572,1.0267857142857142,1.0178571428571428
ER,124,3150,112,116,1.0357142857142858,1.0178571428571428,1.0892857142857142,1.0357142857142858,1.0
ER,124,3095,112,114,1.0178571428571428,1.0178571428571428,1.0892857142857142,1.0267857142857142,1.0267857142857142
ER,124,3121,112,115,1.0267857142857142,1.0178571428571428,1.0892857142857142,1.0267857142857142,1.0178571428571428
ER,124,3762,114,116,1.0175438596491229,1.0087719298245614,1.0701754385964912,1.0263157894736843,1.0175438596491229
ER,124,3790,114,118,1.0350877192982457,1.0263157894736843,1.0701754385964912,1.0175438596491229,1.0175438596491229
ER,124,3816,115,117,1.017391304347826,1.017391304347826,1.0608695652173914,1.0260869565217392,1.008695652173913
ER,124,3879,115,116,1.008695652173913,1.0260869565217392,1.0608695652173914,1.0,1.017391304347826
ER,124,3824,114,116,1.0175438596491229,1.0087719298245614,1.087719298245614,1.0263157894736843,1.0175438596491229
ER,124,3797,113,117,1.0353982300884956,1.0265486725663717,1.079646017699115,1.0442477876106195,1.0176991150442478
ER,124,3851,114,116,1.0175438596491229,1.0263157894736843,1.087719298245614,1.0263157894736843,1.0175438596491229
ER,124,3884,115,118,1.0260869565217392,1.017391304347826,1.0608695652173914,1.0260869565217392,1.0
ER,124,3889,114,116,1.0175438596491229,1.0087719298245614,1.087719298245614,1.043859649122807,1.0263157894736843
ER,124,3867,114,115,1.0087719298245614,1.0175438596491229,1.087719298245614,1.0263157894736843,1.0263157894736843
ER,124,5313,118,119,1.0084745762711864,1.0,1.0508474576271187,1.0169491525423728,1.0084745762711864
ER,124,5334,117,119,1.017094017094017,1.0085470085470085,1.0427350427350428,1.017094017094017,1.0256410256410255
ER,124,5339,117,119,1.017094017094017,1.0085470085470085,1.0598290598290598,1.0256410256410255,1.017094017094017
ER,124,5348,118,119,1.0084745762711864,1.0084745762711864,1.0338983050847457,1.0169491525423728,1.0
ER,124,5316,117,119,1.017094017094017,1.017094017094017,1.0598290598290598,1.0256410256410255,1.0085470085470085
ER,124,5328,117,119,1.017094017094017,1.017094017094017,1.0427350427350428,1.017094017094017,1.017094017094017
ER,124,5361,118,119,1.0084745762711864,1.0084745762711864,1.0508474576271187,1.0084745762711864,1.0084745762711864
ER,124,5339,117,119,1.017094017094017,1.0085470085470085,1.0598290598290598,1.0256410256410255,1.017094017094017
ER,124,5366,118,118,1.0,1.0084745762711864,1.0508474576271187,1.0084745762711864,1.0084745762711864
ER,124,5394,117,119,1.017094017094017,1.0256410256410255,1.0598290598290598,1.0256410256410255,1.0085470085470085
ER,125,3029,112,115,1.0267857142857142,1.0267857142857142,1.1071428571428572,1.0535714285714286,1.0178571428571428
ER,125,3101,113,115,1.0176991150442478,1.0176991150442478,1.0973451327433628,1.0265486725663717,1.0176991150442478
ER,125,3080,112,114,1.0178571428571428,1.0357142857142858,1.0892857142857142,1.0446428571428572,1.0267857142857142
ER,125,3148,113,115,1.0176991150442478,1.008849557522124,1.0973451327433628,1.0353982300884956,1.0265486725663717
ER,125,3124,113,115,1.0176991150442478,1.0353982300884956,1.0973451327433628,1.0353982300884956,1.008849557522124
ER,125,3070,113,115,1.0176991150442478,1.0176991150442478,1.0973451327433628,1.0265486725663717,1.0265486725663717
ER,125,3093,113,116,1.0265486725663717,1.0176991150442478,1.0973451327433628,1.0353982300884956,1.0176991150442478
ER,125,3192,113,116,1.0265486725663717,1.0353982300884956,1.079646017699115,1.0353982300884956,1.0265486725663717
ER,125,3147,112,114,1.0178571428571428,1.0357142857142858,1.1071428571428572,1.0357142857142858,1.0267857142857142
ER,125,3167,113,115,1.0176991150442478,1.008849557522124,1.0973451327433628,1.0265486725663717,1.0265486725663717
ER,125,3834,115,118,1.0260869565217392,1.008695652173913,1.0782608695652174,1.0260869565217392,1.017391304347826
ER,125,3855,115,117,1.017391304347826,1.0260869565217392,1.0782608695652174,1.0347826086956522,1.017391304347826
ER,125,3884,115,118,1.0260869565217392,1.017391304347826,1.0608695652173914,1.0347826086956522,1.008695652173913
ER,125,3943,116,118,1.0172413793103448,1.0086206896551724,1.0689655172413792,1.0344827586206897,1.0172413793103448
ER,125,3891,115,116,1.008695652173913,1.017391304347826,1.0782608695652174,1.0347826086956522,1.008695652173913
ER,125,3849,115,116,1.008695652173913,1.017391304347826,1.0782608695652174,1.0434782608695652,1.0260869565217392
ER,125,3909,115,117,1.017391304347826,1.0260869565217392,1.0782608695652174,1.017391304347826,1.017391304347826
ER,125,3940,116,117,1.0086206896551724,1.0086206896551724,1.0689655172413792,1.0172413793103448,1.0172413793103448
ER,125,3951,115,117,1.017391304347826,1.0260869565217392,1.0782608695652174,1.0347826086956522,1.017391304347826
ER,125,3923,115,117,1.017391304347826,1.0260869565217392,1.0782608695652174,1.0347826086956522,1.008695652173913
ER,125,5409,118,120,1.0169491525423728,1.0084745762711864,1.0508474576271187,1.0169491525423728,1.0084745762711864
ER,125,5421,119,120,1.0084033613445378,1.0084033613445378,1.0420168067226891,1.0084033613445378,1.0084033613445378
ER,125,5436,118,119,1.0084745762711864,1.0169491525423728,1.0508474576271187,1.0254237288135593,1.0084745762711864
ER,125,5443,119,119,1.0,1.0084033613445378,1.0420168067226891,1.0084033613445378,1.0
ER,125,5406,119,120,1.0084033613445378,1.0,1.0420168067226891,1.0252100840336134,1.0
ER,125,5405,118,120,1.0169491525423728,1.0084745762711864,1.0508474576271187,1.0169491525423728,1.0254237288135593
ER,125,5449,119,120,1.0084033613445378,1.0084033613445378,1.0420168067226891,1.0168067226890756,1.0084033613445378
ER,125,5425,118,119,1.0084745762711864,1.0169491525423728,1.0508474576271187,1.0254237288135593,1.0169491525423728
ER,125,5455,119,120,1.0084033613445378,1.0,1.0252100840336134,1.0252100840336134,1.0084033613445378
ER,125,5475,118,121,1.0254237288135593,1.0,1.0508474576271187,1.0169491525423728,1.0169491525423728
ER,126,3076,113,116,1.0265486725663717,1.0353982300884956,1.1150442477876106,1.0442477876106195,1.0265486725663717
ER,126,3153,114,118,1.0350877192982457,1.0263157894736843,1.0701754385964912,1.0350877192982457,1.0350877192982457
ER,126,3133,114,115,1.0087719298245614,1.0175438596491229,1.105263157894737,1.0263157894736843,1.0175438596491229
ER,126,3191,114,115,1.0087719298245614,1.0175438596491229,1.087719298245614,1.0350877192982457,1.0263157894736843
ER,126,3174,114,116,1.0175438596491229,1.0263157894736843,1.087719298245614,1.0350877192982457,1.0175438596491229
ER,126,3127,114,116,1.0175438596491229,1.0175438596491229,1.105263157894737,1.043859649122807,1.0087719298245614
ER,126,3157,114,115,1.0087719298245614,1.0175438596491229,1.105263157894737,1.0263157894736843,1.0175438596491229
ER,126,3240,115,117,1.017391304347826,1.008695652173913,1.0608695652173914,1.008695652173913,1.017391304347826
ER,126,3201,114,116,1.0175438596491229,1.0263157894736843,1.087719298245614,1.0350877192982457,1.0175438596491229
ER,126,3223,114,116,1.0175438596491229,1.0263157894736843,1.105263157894737,1.0350877192982457,1.0263157894736843
ER,126,3893,116,117,1.0086206896551724,1.0172413793103448,1.0689655172413792,1.0258620689655173,1.0258620689655173
ER,126,3917,116,119,1.0258620689655173,1.0258620689655173,1.0689655172413792,1.0258620689655173,1.0258620689655173
ER,126,3946,116,119,1.0258620689655173,1.0258620689655173,1.0689655172413792,1.0344827586206897,1.0086206896551724
ER,126,3998,117,118,1.0085470085470085,1.017094017094017,1.0598290598290598,1.017094017094017,1.0256410256410255
ER,126,3956,117,118,1.0085470085470085,1.0085470085470085,1.0598290598290598,1.0085470085470085,1.0085470085470085
ER,126,3921,116,118,1.0172413793103448,1.0172413793103448,1.0862068965517242,1.0258620689655173,1.0258620689655173
ER,126,3985,116,119,1.0258620689655173,1.0258620689655173,1.0862068965517242,1.0344827586206897,1.0172413793103448
ER,126,4002,117,120,1.0256410256410255,1.0085470085470085,1.0598290598290598,1.017094017094017,1.017094017094017
ER,126,4016,117,118,1.0085470085470085,1.017094017094017,1.0598290598290598,1.017094017094017,1.017094017094017
ER,126,3997,117,118,1.0085470085470085,1.017094017094017,1.0769230769230769,1.0256410256410255,1.017094017094017
ER,126,5498,119,120,1.0084033613445378,1.0168067226890756,1.0588235294117647,1.0336134453781514,1.0168067226890756
ER,126,5512,120,120,1.0,1.0,1.05,1.0083333333333333,1.0083333333333333
ER,126,5524,120,120,1.0,1.0083333333333333,1.05,1.0166666666666666,1.0
ER,126,5520,120,121,1.0083333333333333,1.0083333333333333,1.0333333333333334,1.0166666666666666,1.0083333333333333
ER,126,5492,119,120,1.0084033613445378,1.0084033613445378,1.0588235294117647,1.0252100840336134,1.0168067226890756
ER,126,5495,120,121,1.0083333333333333,1.0083333333333333,1.05,1.0083333333333333,1.0
ER,126,5544,119,121,1.0168067226890756,1.0168067226890756,1.0588235294117647,1.0168067226890756,1.0168067226890756
ER,126,5512,120,122,1.0166666666666666,1.0083333333333333,1.05,1.0166666666666666,1.0083333333333333
ER,126,5540,119,120,1.0084033613445378,1.0084033613445378,1.0420168067226891,1.0168067226890756,1.0252100840336134
ER,126,5566,120,121,1.0083333333333333,1.0083333333333333,1.05,1.0166666666666666,1.0083333333333333
ER,127,3131,114,116,1.0175438596491229,1.0175438596491229,1.105263157894737,1.043859649122807,1.0350877192982457
ER,127,3210,115,118,1.0260869565217392,1.008695652173913,1.0956521739130434,1.0260869565217392,1.017391304347826
ER,127,3190,114,118,1.0350877192982457,1.0263157894736843,1.105263157894737,1.0526315789473684,1.0263157894736843
ER,127,3244,115,117,1.017391304347826,1.0347826086956522,1.0956521739130434,1.0434782608695652,1.008695652173913
ER,127,3227,115,116,1.008695652173913,1.0260869565217392,1.0782608695652174,1.017391304347826,1.008695652173913
ER,127,3190,114,116,1.0175438596491229,1.0263157894736843,1.105263157894737,1.0526315789473684,1.0263157894736843
ER,127,3210,114,118,1.0350877192982457,1.0263157894736843,1.105263157894737,1.0263157894736843,1.0263157894736843
ER,127,3295,115,119,1.0347826086956522,1.0260869565217392,1.0956521739130434,1.017391304347826,1.0260869565217392
ER,127,3254,115,117,1.017391304347826,1.008695652173913,1.0956521739130434,1.0347826086956522,1.0260869565217392
ER,127,3279,115,117,1.017391304347826,1.017391304347826,1.0782608695652174,1.0347826086956522,1.0260869565217392
ER,127,3962,117,118,1.0085470085470085,1.0341880341880343,1.0769230769230769,1.0256410256410255,1.0256410256410255
ER,127,3991,117,120,1.0256410256410255,1.0085470085470085,1.0769230769230769,1.0341880341880343,1.0256410256410255
ER,127,4020,117,118,1.0085470085470085,1.017094017094017,1.0769230769230769,1.0256410256410255,1.0256410256410255
ER,127,4067,117,118,1.0085470085470085,1.017094017094017,1.0598290598290598,1.017094017094017,1.017094017094017
ER,127,4018,117,120,1.0256410256410255,1.0085470085470085,1.0598290598290598,1.0256410256410255,1.017094017094017
ER,127,3999,117,119,1.017094017094017,1.017094017094017,1.0769230769230769,1.0341880341880343,1.017094017094017
ER,127,4048,117,118,1.0085470085470085,1.0256410256410255,1.0769230769230769,1.0256410256410255,1.0256410256410255
ER,127,4068,118,119,1.0084745762711864,1.0084745762711864,1.0677966101694916,1.0084745762711864,1.0
ER,127,4082,117,118,1.0085470085470085,1.017094017094017,1.0769230769230769,1.017094017094017,1.0256410256410255
ER,127,4065,117,121,1.0341880341880343,1.017094017094017,1.0769230769230769,1.0085470085470085,1.017094017094017
ER,127,5590,121,122,1.0082644628099173,1.0,1.0413223140495869,1.0082644628099173,1.0082644628099173
ER,127,5613,120,122,1.0166666666666666,1.0166666666666666,1.05,1.025,1.0166666666666666
ER,127,5622,121,121,1.0,1.0,1.0413223140495869,1.0165289256198347,1.0082644628099173
ER,127,5609,120,122,1.0166666666666666,1.0166666666666666,1.0333333333333334,1.0333333333333334,1.025
ER,127,5581,121,121,1.0,1.0082644628099173,1.024793388429752,1.0082644628099173,1.0082644628099173
ER,127,5588,120,122,1.0166666666666666,1.0166666666666666,1.05,1.0166666666666666,1.0083333333333333
ER,127,5630,121,122,1.0082644628099173,1.0082644628099173,1.0413223140495869,1.0082644628099173,1.0082644628099173
ER,127,5610,121,122,1.0082644628099173,1.0082644628099173,1.0413223140495869,1.0165289256198347,1.0
ER,127,5629,120,121,1.0083333333333333,1.0083333333333333,1.05,1.025,1.0166666666666666
ER,127,5661,121,122,1.0082644628099173,1.0165289256198347,1.0413223140495869,1.0165289256198347,1.0082644628099173
ER,128,3180,116,118,1.0172413793103448,1.0086206896551724,1.0862068965517242,1.0344827586206897,1.0172413793103448
ER,128,3267,116,119,1.0258620689655173,1.0172413793103448,1.0862068965517242,1.043103448275862,1.0172413793103448
ER,128,3240,115,117,1.017391304347826,1.008695652173913,1.0956521739130434,1.0347826086956522,1.017391304347826
ER,128,3296,116,119,1.0258620689655173,1.0258620689655173,1.0862068965517242,1.043103448275862,1.0172413793103448
ER,128,3287,116,119,1.0258620689655173,1.0172413793103448,1.103448275862069,1.0258620689655173,1.0258620689655173
ER,128,3251,116,119,1.0258620689655173,1.0258620689655173,1.0862068965517242,1.0344827586206897,1.0344827586206897
ER,128,3263,116,118,1.0172413793103448,1.0172413793103448,1.0862068965517242,1.0258620689655173,1.0258620689655173
ER,128,3340,116,119,1.0258620689655173,1.0344827586206897,1.103448275862069,1.0258620689655173,1.0258620689655173
ER,128,3306,115,117,1.017391304347826,1.0260869565217392,1.0956521739130434,1.0260869565217392,1.0260869565217392
ER,128,3331,116,118,1.0172413793103448,1.0258620689655173,1.103448275862069,1.0344827586206897,1.0172413793103448
ER,128,4022,118,121,1.0254237288135593,1.0169491525423728,1.0677966101694916,1.0423728813559323,1.0084745762711864
ER,128,4060,118,119,1.0084745762711864,1.0169491525423728,1.0677966101694916,1.0254237288135593,1.0254237288135593
ER,128,4086,118,119,1.0084745762711864,1.0169491525423728,1.0847457627118644,1.0338983050847457,1.0254237288135593
ER,128,4125,118,121,1.0254237288135593,1.0254237288135593,1.0677966101694916,1.0254237288135593,1.0169491525423728
ER,128,4092,118,120,1.0169491525423728,1.0169491525423728,1.0847457627118644,1.0084745762711864,1.0254237288135593
ER,128,4072,118,119,1.0084745762711864,1.0254237288135593,1.0847457627118644,1.0169491525423728,1.0169491525423728
ER,128,4111,119,121,1.0168067226890756,1.0084033613445378,1.0588235294117647,1.0252100840336134,1.0168067226890756
ER,128,4127,118,121,1.0254237288135593,1.0254237288135593,1.0677966101694916,1.0254237288135593,1.0169491525423728
ER,128,4147,119,120,1.0084033613445378,1.0168067226890756,1.0756302521008403,1.0336134453781514,1.0084033613445378
ER,128,4128,118,122,1.0338983050847457,1.0169491525423728,1.0847457627118644,1.0254237288135593,1.0254237288135593
ER,128,5678,122,123,1.0081967213114753,1.0081967213114753,1.0491803278688525,1.0163934426229508,1.0081967213114753
ER,128,5704,121,121,1.0,1.0165289256198347,1.0413223140495869,1.024793388429752,1.0165289256198347
ER,128,5711,121,123,1.0165289256198347,1.0082644628099173,1.0578512396694215,1.0165289256198347,1.0165289256198347
ER,128,5690,121,124,1.024793388429752,1.0165289256198347,1.0413223140495869,1.024793388429752,1.024793388429752
ER,128,5680,122,124,1.0163934426229508,1.0081967213114753,1.0327868852459017,1.0081967213114753,1.0081967213114753
ER,128,5680,121,121,1.0,1.0082644628099173,1.0578512396694215,1.024793388429752,1.0082644628099173
ER,128,5726,122,122,1.0,1.0081967213114753,1.0491803278688525,1.0081967213114753,1.0081967213114753
