graph_type,num_nodes,param,num_edges,reference_size,exact_used,CTQW_size,CTQW_time,CTQW_ratio,CTQW_valid,Degree-Greedy_size,Degree-Greedy_time,Degree-Greedy_ratio,Degree-Greedy_valid,2-Approx_size,2-Approx_time,2-Approx_ratio,2-Approx_valid,FastVC_size,FastVC_time,FastVC_ratio,FastVC_valid,SA_size,SA_time,SA_ratio,SA_valid
ER,19,0.7,120,15,True,15,0.07486670801881701,1.0,True,15,0.00039264699444174767,1.0,True,18,0.0002340381033718586,1.2,True,17,0.00028963189106434584,1.1333333333333333,True,15,0.018115989048965275,1.0,True
ER,19,0.7,125,16,True,16,0.07504703791346401,1.0,True,16,0.00032615894451737404,1.0,True,18,0.00021168903913348913,1.125,True,17,0.0002621840685606003,1.0625,True,16,0.017458013957366347,1.0,True
ER,24,0.3,74,15,False,15,0.08801712200511247,1.0,True,16,0.0003821019781753421,1.0666666666666667,True,24,0.00019080599304288626,1.6,True,16,0.0002665140200406313,1.0666666666666667,True,15,0.01470158901065588,1.0,True
ER,24,0.3,88,16,False,16,0.08819165593013167,1.0,True,16,0.0003165209200233221,1.0,True,24,0.00019276200328022242,1.5,True,18,0.00026288290973752737,1.125,True,16,0.015772326034493744,1.0,True
ER,24,0.3,86,16,False,16,0.08682004199363291,1.0,True,17,0.00032315601129084826,1.0625,True,22,0.00018640595953911543,1.375,True,17,0.0002627429785206914,1.0625,True,17,0.015906770946457982,1.0625,True
ER,24,0.3,74,16,False,16,0.08427244296763092,1.0,True,17,0.0003044380573555827,1.0625,True,20,0.00017062202095985413,1.25,True,18,0.0002406729618087411,1.125,True,16,0.014416357036679983,1.0,True
ER,24,0.3,88,16,False,16,0.08434465900063515,1.0,True,17,0.00032462296076118946,1.0625,True,20,0.00018801307305693626,1.25,True,16,0.0002619050210341811,1.0,True,16,0.015891056042164564,1.0,True
ER,24,0.3,77,16,False,16,0.08470971893984824,1.0,True,18,0.0003340509720146656,1.125,True,22,0.00019702198915183544,1.375,True,17,0.0002717520110309124,1.0625,True,17,0.014985074987635016,1.0625,True
ER,24,0.3,82,16,False,16,0.08659857593011111,1.0,True,17,0.0003149140393361449,1.0625,True,22,0.00019939697813242674,1.375,True,18,0.0002375299809500575,1.125,True,16,0.015333862975239754,1.0,True
ER,24,0.3,92,16,False,16,0.08596392895560712,1.0,True,16,0.00035521306563168764,1.0,True,22,0.0001966729760169983,1.375,True,19,0.0002642800100147724,1.1875,True,16,0.016023614909499884,1.0,True
ER,24,0.3,82,16,False,16,0.08572611899580806,1.0,True,16,0.0003196640172973275,1.0,True,20,0.00028278795070946217,1.25,True,17,0.00026553694624453783,1.0625,True,16,0.01554876402951777,1.0,True
ER,24,0.3,93,17,False,17,0.09154780802782625,1.0,True,17,0.0003128889948129654,1.0,True,22,0.000191575032658875,1.2941176470588236,True,17,0.0002619740553200245,1.0,True,17,0.016066147945821285,1.0,True
ER,24,0.5,128,18,False,18,0.09629869100172073,1.0,True,18,0.0003910410450771451,1.0,True,22,0.00024095200933516026,1.2222222222222223,True,20,0.00031917402520775795,1.1111111111111112,True,18,0.01912687299773097,1.0,True
ER,24,0.5,139,18,False,18,0.09589724394027144,1.0,True,19,0.0004388130037114024,1.0555555555555556,True,24,0.0002552700461819768,1.3333333333333333,True,19,0.00034438702277839184,1.0555555555555556,True,19,0.021785240969620645,1.0555555555555556,True
ER,24,0.5,140,18,False,18,0.10603093402460217,1.0,True,18,0.00042393594048917294,1.0,True,24,0.0002710539847612381,1.3333333333333333,True,19,0.00034501601476222277,1.0555555555555556,True,18,0.021424930077046156,1.0,True
ER,24,0.5,135,18,False,18,0.10332430503331125,1.0,True,18,0.00039076199755072594,1.0,True,22,0.00024255900643765926,1.2222222222222223,True,21,0.000314355012960732,1.1666666666666667,True,19,0.019693913054652512,1.0555555555555556,True
ER,24,0.5,141,18,False,18,0.10167605092283338,1.0,True,18,0.0003874099347740412,1.0,True,22,0.0002512190258130431,1.2222222222222223,True,19,0.00034194299951195717,1.0555555555555556,True,18,0.021007978008128703,1.0,True
ER,24,0.5,135,18,False,18,0.09704403800424188,1.0,True,19,0.00039355503395199776,1.0555555555555556,True,22,0.0002780380891636014,1.2222222222222223,True,20,0.000340056954883039,1.1111111111111112,True,18,0.02023490401916206,1.0,True
ER,24,0.5,142,19,False,19,0.1024711939971894,1.0,True,19,0.00039732700679451227,1.0,True,24,0.000280761974863708,1.263157894736842,True,20,0.0003392189973965287,1.0526315789473684,True,19,0.020265355007722974,1.0,True
ER,24,0.5,145,19,False,19,0.10267848300281912,1.0,True,19,0.0003879680298268795,1.0,True,22,0.0002671430120244622,1.1578947368421053,True,20,0.0003288129810243845,1.0526315789473684,True,19,0.02093736792448908,1.0,True
ER,24,0.5,138,18,False,18,0.09680133906658739,1.0,True,18,0.00036547903437167406,1.0,True,22,0.0002499619731679559,1.2222222222222223,True,18,0.00048798101488500834,1.0,True,18,0.019777304027229548,1.0,True
ER,24,0.5,148,19,False,19,0.10283108591102064,1.0,True,19,0.0003978160675615072,1.0,True,22,0.0002528260229155421,1.1578947368421053,True,21,0.0003371939528733492,1.105263157894737,True,19,0.020987513940781355,1.0,True
ER,24,0.7,189,19,False,19,0.10331299097742885,1.0,True,20,0.000492171966470778,1.0526315789473684,True,22,0.00030185398645699024,1.1578947368421053,True,20,0.0004121329402551055,1.0526315789473684,True,20,0.024447589996270835,1.0526315789473684,True
ER,24,0.7,189,20,False,20,0.10535026097204536,1.0,True,20,0.00044537801295518875,1.0,True,24,0.00029940903186798096,1.2,True,20,0.00037469808012247086,1.0,True,20,0.023956537013873458,1.0,True
ER,24,0.7,195,20,False,20,0.1103109479881823,1.0,True,20,0.0005495809018611908,1.0,True,24,0.0003142859786748886,1.2,True,21,0.0004163940902799368,1.05,True,20,0.02551092393696308,1.0,True
ER,24,0.7,193,19,False,19,0.10594321391545236,1.0,True,19,0.0005146609619259834,1.0,True,24,0.0003245529951527715,1.263157894736842,True,20,0.00042323803063482046,1.0526315789473684,True,19,0.02575557806994766,1.0,True
ER,24,0.7,187,20,False,20,0.11023377196397632,1.0,True,20,0.00045822898391634226,1.0,True,24,0.0003066729987040162,1.2,True,20,0.00039690802805125713,1.0,True,20,0.024648524005897343,1.0,True
ER,24,0.7,188,20,False,20,0.11095579201355577,1.0,True,20,0.0004918919876217842,1.0,True,22,0.00030730199068784714,1.1,True,22,0.0004029839765280485,1.1,True,20,0.024436556035652757,1.0,True
ER,24,0.7,192,19,False,19,0.10457781690638512,1.0,True,21,0.0005697660380974412,1.105263157894737,True,24,0.0003314659697934985,1.263157894736842,True,21,0.00039907300379127264,1.105263157894737,True,20,0.025614080019295216,1.0526315789473684,True
ER,24,0.7,200,20,False,20,0.11336531606502831,1.0,True,20,0.0006172570865601301,1.0,True,22,0.0003227369161322713,1.1,True,21,0.00040095800068229437,1.05,True,20,0.025262427981942892,1.0,True
ER,24,0.7,183,20,False,20,0.10861450305674225,1.0,True,20,0.0005916259251534939,1.0,True,22,0.00030618393793702126,1.1,True,21,0.00041779002640396357,1.05,True,20,0.025739026023074985,1.0,True
ER,24,0.7,201,20,False,20,0.10959458502475172,1.0,True,20,0.0006872389931231737,1.0,True,24,0.0003297210205346346,1.2,True,21,0.0004288950003683567,1.05,True,20,0.027106097899377346,1.0,True
ER,29,0.3,112,20,False,20,0.1279001240618527,1.0,True,23,0.0005043939454481006,1.15,True,26,0.0003042279276996851,1.3,True,22,0.00035067310091108084,1.1,True,21,0.019858389045111835,1.05,True
ER,29,0.3,131,20,False,20,0.13236780103761703,1.0,True,21,0.0005106789758428931,1.05,True,28,0.0002824380062520504,1.4,True,21,0.00039383501280099154,1.05,True,20,0.02153346303384751,1.0,True
ER,29,0.3,117,20,False,20,0.12433242204133421,1.0,True,20,0.0004192570922896266,1.0,True,28,0.0002458419185131788,1.4,True,20,0.0003804949810728431,1.0,True,20,0.020129304029978812,1.0,True
ER,29,0.3,112,21,False,21,0.1285895979963243,1.0,True,21,0.00043860392179340124,1.0,True,26,0.00025478098541498184,1.2380952380952381,True,21,0.00035800598561763763,1.0,True,21,0.01929086004383862,1.0,True
ER,29,0.3,124,20,False,20,0.12349495501257479,1.0,True,21,0.00044453900773078203,1.05,True,26,0.00026518700178712606,1.3,True,21,0.00039348495192825794,1.05,True,20,0.019985850085504353,1.0,True
ER,29,0.3,119,20,False,20,0.12039735505823046,1.0,True,21,0.00045375898480415344,1.05,True,26,0.00024661002680659294,1.3,True,22,0.00034040596801787615,1.1,True,20,0.019629869027994573,1.0,True
ER,29,0.3,121,21,False,21,0.1276591019704938,1.0,True,22,0.00042323803063482046,1.0476190476190477,True,26,0.0002626730129122734,1.2380952380952381,True,22,0.0003820320125669241,1.0476190476190477,True,22,0.019811106962151825,1.0476190476190477,True
ER,29,0.3,138,20,False,20,0.1236202510772273,1.0,True,21,0.000440418953076005,1.05,True,26,0.00028502196073532104,1.3,True,24,0.00034585397224873304,1.2,True,20,0.021852568024769425,1.0,True
ER,29,0.3,114,20,False,20,0.12398894305806607,1.0,True,21,0.0004610220203176141,1.05,True,28,0.00024004490114748478,1.4,True,22,0.0003248309949412942,1.1,True,21,0.01957588200457394,1.05,True
ER,29,0.3,134,21,False,21,0.12936532497406006,1.0,True,22,0.00045913702342659235,1.0476190476190477,True,26,0.00026623497251421213,1.2380952380952381,True,23,0.000416324008256197,1.0952380952380953,True,22,0.022000491968356073,1.0476190476190477,True
ER,29,0.5,196,24,False,24,0.14759103406686336,1.0,True,24,0.0005693458952009678,1.0,True,28,0.00033593596890568733,1.1666666666666667,True,24,0.00046451506204903126,1.0,True,24,0.025211514090187848,1.0,True
ER,29,0.5,208,23,False,23,0.14026873500552028,1.0,True,23,0.0005327489925548434,1.0,True,28,0.00036331498995423317,1.2173913043478262,True,24,0.0004991559544578195,1.0434782608695652,True,23,0.027320651104673743,1.0,True
ER,29,0.5,198,23,False,23,0.1390835290076211,1.0,True,23,0.000542178051546216,1.0,True,28,0.00034948508255183697,1.2173913043478262,True,24,0.00043441203888505697,1.0434782608695652,True,23,0.027371005970053375,1.0,True
ER,29,0.5,199,23,False,23,0.14591351698618382,1.0,True,23,0.0006832570070400834,1.0,True,28,0.00037330202758312225,1.2173913043478262,True,23,0.0005803110543638468,1.0,True,23,0.02674460003618151,1.0,True
ER,29,0.5,198,22,False,22,0.14445313601754606,1.0,True,23,0.0006966670043766499,1.0454545454545454,True,26,0.0003485080087557435,1.1818181818181819,True,23,0.0004976199707016349,1.0454545454545454,True,23,0.026181818917393684,1.0454545454545454,True
ER,29,0.5,200,22,False,22,0.14187613199464977,1.0,True,22,0.000520945992320776,1.0,True,28,0.00034899706952273846,1.2727272727272727,True,23,0.00047338393051177263,1.0454545454545454,True,22,0.026293564937077463,1.0,True
ER,29,0.5,199,22,False,22,0.13789133809041232,1.0,True,22,0.000537918065674603,1.0,True,28,0.00034417700953781605,1.2727272727272727,True,24,0.0005090029444545507,1.0909090909090908,True,23,0.027078721090219915,1.0454545454545454,True
ER,29,0.5,215,22,False,23,0.14158950303681195,1.0454545454545454,True,22,0.0010362350149080157,1.0,True,28,0.0003509530797600746,1.2727272727272727,True,25,0.0004577399231493473,1.1363636363636365,True,22,0.02856731798965484,1.0,True
ER,29,0.5,201,23,False,23,0.14233051997143775,1.0,True,23,0.0006155120208859444,1.0,True,28,0.0003758160164579749,1.2173913043478262,True,24,0.0005043940618634224,1.0434782608695652,True,23,0.02713284792844206,1.0,True
ER,29,0.5,209,23,False,23,0.1492184760281816,1.0,True,24,0.000636253971606493,1.0434782608695652,True,26,0.0003525590291246772,1.1304347826086956,True,24,0.00048029900062829256,1.0434782608695652,True,23,0.02933766704518348,1.0,True
ER,29,0.7,281,25,False,25,0.1627569980919361,1.0,True,25,0.0007676259847357869,1.0,True,28,0.0004472630098462105,1.12,True,25,0.0006490349769592285,1.0,True,25,0.0333590580848977,1.0,True
ER,29,0.7,287,24,False,24,0.15755333402194083,1.0,True,25,0.0008332059951499104,1.0416666666666667,True,28,0.00048511801287531853,1.1666666666666667,True,26,0.0006298290099948645,1.0833333333333333,True,25,0.03645365498960018,1.0416666666666667,True
ER,29,0.7,280,25,False,25,0.1565988129004836,1.0,True,25,0.0006294799968600273,1.0,True,28,0.0004219809779897332,1.12,True,25,0.0005838029319420457,1.0,True,25,0.03250364202540368,1.0,True
ER,29,0.7,281,24,False,24,0.14440822799224406,1.0,True,24,0.000680533004924655,1.0,True,28,0.0004165329737588763,1.1666666666666667,True,26,0.0005201079184189439,1.0833333333333333,True,24,0.032309903064742684,1.0,True
ER,29,0.7,268,25,False,25,0.1566360390279442,1.0,True,25,0.0007023939397186041,1.0,True,28,0.0004235870437696576,1.12,True,25,0.0006120189791545272,1.0,True,25,0.032514328020624816,1.0,True
ER,29,0.7,282,24,False,24,0.14908808306790888,1.0,True,24,0.0006941519677639008,1.0,True,28,0.00042966403998434544,1.1666666666666667,True,25,0.0005332379369065166,1.0416666666666667,True,24,0.03263187105767429,1.0,True
ER,29,0.7,274,25,False,25,0.15394791797734797,1.0,True,25,0.0006560890469700098,1.0,True,28,0.0004229590995237231,1.12,True,26,0.000557753024622798,1.04,True,25,0.03358708997257054,1.0,True
ER,29,0.7,293,25,False,25,0.15563074394594878,1.0,True,25,0.0007782410830259323,1.0,True,28,0.0004655619850382209,1.12,True,26,0.0005852000322192907,1.04,True,25,0.03657161700539291,1.0,True
ER,29,0.7,275,24,False,24,0.1440974350553006,1.0,True,24,0.0006169769912958145,1.0,True,28,0.00042191101238131523,1.1666666666666667,True,26,0.0005607550265267491,1.0833333333333333,True,25,0.03398427797947079,1.0416666666666667,True
ER,29,0.7,292,25,False,25,0.15207358705811203,1.0,True,25,0.0006770410109311342,1.0,True,26,0.00043999997433274984,1.04,True,25,0.0007038599578663707,1.0,True,25,0.034773134044371545,1.0,True
ER,34,0.3,161,25,False,25,0.1723212730139494,1.0,True,25,0.0005848510190844536,1.0,True,32,0.0003209909191355109,1.28,True,25,0.0004456569440662861,1.0,True,25,0.02543556597083807,1.0,True
ER,34,0.3,165,25,False,25,0.1736493050120771,1.0,True,26,0.0006905199261382222,1.04,True,28,0.00046577095054090023,1.12,True,26,0.0005634790286421776,1.04,True,25,0.02552440296858549,1.0,True
ER,34,0.3,163,24,False,24,0.1721984219038859,1.0,True,25,0.0006989720277488232,1.0416666666666667,True,32,0.00034592393785715103,1.3333333333333333,True,27,0.0005197590216994286,1.125,True,25,0.025148168904706836,1.0416666666666667,True
ER,34,0.3,155,24,False,24,0.16683663695584983,1.0,True,24,0.0005381969967857003,1.0,True,32,0.000311142997816205,1.3333333333333333,True,25,0.0004691239446401596,1.0416666666666667,True,24,0.02406569803133607,1.0,True
ER,34,0.3,173,24,False,24,0.16650181799195707,1.0,True,25,0.00057109200861305,1.0416666666666667,True,32,0.0003396380925551057,1.3333333333333333,True,27,0.0005203878972679377,1.125,True,24,0.02617092407308519,1.0,True
ER,34,0.3,180,25,False,25,0.1767936289543286,1.0,True,27,0.0005868759471923113,1.08,True,34,0.00034347898326814175,1.36,True,27,0.00047198706306517124,1.08,True,25,0.026325202896259725,1.0,True
ER,34,0.3,177,25,False,25,0.17945562908425927,1.0,True,25,0.0007033710135146976,1.0,True,32,0.00038000696804374456,1.28,True,28,0.0004874919541180134,1.12,True,25,0.025994015973992646,1.0,True
ER,34,0.3,187,25,False,25,0.2027806598925963,1.0,True,26,0.0007129400037229061,1.04,True,32,0.00042624096386134624,1.28,True,27,0.0005015300121158361,1.08,True,25,0.027569775003939867,1.0,True
ER,34,0.3,148,23,False,23,0.1639103579800576,1.0,True,25,0.000592463999055326,1.0869565217391304,True,30,0.0003054160624742508,1.3043478260869565,True,27,0.00132356199901551,1.173913043478261,True,23,0.024746720911934972,1.0,True
ER,34,0.3,180,25,False,26,0.18559593497775495,1.04,True,26,0.0005855490453541279,1.04,True,32,0.00033747300039976835,1.28,True,28,0.00047380290925502777,1.12,True,25,0.02772985096089542,1.0,True
ER,34,0.5,279,27,False,28,0.19491876801475883,1.037037037037037,True,28,0.0007241140119731426,1.037037037037037,True,32,0.00044300302397459745,1.1851851851851851,True,29,0.0005874349735677242,1.0740740740740742,True,27,0.034618925070390105,1.0,True
ER,34,0.5,271,27,False,27,0.18763997906353325,1.0,True,29,0.0007905330276116729,1.0740740740740742,True,32,0.00044097809586673975,1.1851851851851851,True,30,0.0005998670822009444,1.1111111111111112,True,27,0.03403945197351277,1.0,True
ER,34,0.5,281,27,False,27,0.18619573104660958,1.0,True,27,0.0007155239582061768,1.0,True,30,0.0004402799531817436,1.1111111111111112,True,28,0.0007283049635589123,1.037037037037037,True,28,0.03447603003587574,1.037037037037037,True
ER,34,0.5,270,27,False,27,0.1837956359377131,1.0,True,29,0.0007593840127810836,1.0740740740740742,True,32,0.000496222055517137,1.1851851851851851,True,28,0.0006559500470757484,1.037037037037037,True,28,0.034978398005478084,1.037037037037037,True
ER,34,0.5,269,28,False,28,0.19486491999123245,1.0,True,29,0.0007217390229925513,1.0357142857142858,True,32,0.00044398102909326553,1.1428571428571428,True,29,0.000575351994484663,1.0357142857142858,True,28,0.03489787096623331,1.0,True
ER,34,0.5,296,28,False,28,0.19423125009052455,1.0,True,29,0.0007607809966430068,1.0357142857142858,True,34,0.00047450093552470207,1.2142857142857142,True,29,0.0005890409229323268,1.0357142857142858,True,29,0.03566912899259478,1.0357142857142858,True
ER,34,0.5,287,28,False,28,0.19747251295484602,1.0,True,28,0.0007364769699051976,1.0,True,32,0.0004605329595506191,1.1428571428571428,True,29,0.0006771109765395522,1.0357142857142858,True,28,0.03578150307293981,1.0,True
ER,34,0.5,293,28,False,28,0.19499950506724417,1.0,True,29,0.0009000450372695923,1.0357142857142858,True,34,0.0004790409002453089,1.2142857142857142,True,29,0.0006509909871965647,1.0357142857142858,True,29,0.036756696994416416,1.0357142857142858,True
ER,34,0.5,266,27,False,27,0.18911509704776108,1.0,True,28,0.0008799299830570817,1.037037037037037,True,32,0.00044467905536293983,1.1851851851851851,True,29,0.0006046859780326486,1.0740740740740742,True,28,0.03306942596100271,1.037037037037037,True
ER,34,0.5,284,27,False,27,0.1854686139849946,1.0,True,27,0.0007169910240918398,1.0,True,30,0.00045529508497565985,1.1111111111111112,True,30,0.0007241840939968824,1.1111111111111112,True,29,0.037005681078881025,1.0740740740740742,True
ER,34,0.7,387,29,False,29,0.2033494480419904,1.0,True,29,0.0009091240353882313,1.0,True,32,0.0005928829777985811,1.103448275862069,True,30,0.0007786600617691875,1.0344827586206897,True,29,0.044373236945830286,1.0,True
ER,34,0.7,386,29,False,29,0.1957587490323931,1.0,True,29,0.0011771050048992038,1.0,True,32,0.0006033589597791433,1.103448275862069,True,29,0.0008631680393591523,1.0,True,30,0.044373307027854025,1.0344827586206897,True
ER,34,0.7,389,30,False,30,0.21056887099985033,1.0,True,30,0.0009892319794744253,1.0,True,32,0.0006049650255590677,1.0666666666666667,True,30,0.001042800024151802,1.0,True,30,0.04416713595855981,1.0,True
ER,34,0.7,390,30,False,30,0.20906833198387176,1.0,True,30,0.001082260045222938,1.0,True,34,0.000624312087893486,1.1333333333333333,True,32,0.0008396320044994354,1.0666666666666667,True,30,0.046997244004160166,1.0,True
ER,34,0.7,371,29,False,30,0.20634703594259918,1.0344827586206897,True,29,0.0008407490095123649,1.0,True,34,0.000565225025638938,1.1724137931034482,True,30,0.0008276889566332102,1.0344827586206897,True,30,0.04390313499607146,1.0344827586206897,True
ER,34,0.7,403,30,False,30,0.20752721303142607,1.0,True,30,0.0008834219770506024,1.0,True,34,0.000628642039373517,1.1333333333333333,True,30,0.0007720949361100793,1.0,True,30,0.04709341598208994,1.0,True
ER,34,0.7,392,30,False,30,0.20548603311181068,1.0,True,30,0.0008494789944961667,1.0,True,34,0.0005879939999431372,1.1333333333333333,True,30,0.0007275360403582454,1.0,True,30,0.04507835500407964,1.0,True
ER,34,0.7,404,29,False,30,0.2034530220553279,1.0344827586206897,True,29,0.0008246159413829446,1.0,True,34,0.0005823359824717045,1.1724137931034482,True,31,0.0008047109004110098,1.0689655172413792,True,30,0.04629303503315896,1.0344827586206897,True
ER,34,0.7,386,29,False,29,0.19784644397441298,1.0,True,29,0.0008711300324648619,1.0,True,34,0.0005951870698481798,1.1724137931034482,True,31,0.0007289330242201686,1.0689655172413792,True,29,0.04532154300250113,1.0,True
ER,34,0.7,402,30,False,30,0.20790896599646658,1.0,True,31,0.0008215430425480008,1.0333333333333334,True,34,0.0006372319767251611,1.1333333333333333,True,31,0.0007306800689548254,1.0333333333333334,True,30,0.044585763942450285,1.0,True
ER,39,0.3,216,29,False,29,0.21934854798018932,1.0,True,29,0.0007635749643668532,1.0,True,38,0.00042659102473407984,1.3103448275862069,True,31,0.0006177470786496997,1.0689655172413792,True,30,0.030454220017418265,1.0344827586206897,True
ER,39,0.3,219,28,False,28,0.22937999095302075,1.0,True,30,0.0009499810403212905,1.0714285714285714,True,36,0.00042246899101883173,1.2857142857142858,True,31,0.0006450539221987128,1.1071428571428572,True,30,0.03074790199752897,1.0714285714285714,True
ER,39,0.3,217,27,False,27,0.23166407993994653,1.0,True,30,0.000707702012732625,1.1111111111111112,True,36,0.0004009590484201908,1.3333333333333333,True,29,0.0006443549646064639,1.0740740740740742,True,29,0.032569013885222375,1.0740740740740742,True
ER,39,0.3,222,28,False,29,0.2232014830224216,1.0357142857142858,True,28,0.0007736319676041603,1.0,True,36,0.00042086292523890734,1.2857142857142858,True,33,0.000586037989705801,1.1785714285714286,True,29,0.03159032703842968,1.0357142857142858,True
ER,39,0.3,229,29,False,29,0.23956599191296846,1.0,True,29,0.0008406799752265215,1.0,True,36,0.0004189079627394676,1.2413793103448276,True,33,0.0005703230854123831,1.1379310344827587,True,29,0.03229593497235328,1.0,True
ER,39,0.3,228,30,False,30,0.23234817595221102,1.0,True,30,0.0008209849474951625,1.0,True,36,0.0004433520371094346,1.2,True,31,0.0006241720402613282,1.0333333333333334,True,30,0.03287610597908497,1.0,True
ER,39,0.3,223,29,False,29,0.23113203002139926,1.0,True,31,0.0007456960156559944,1.0689655172413792,True,36,0.00043783499859273434,1.2413793103448276,True,31,0.0007357079302892089,1.0689655172413792,True,29,0.030986130936071277,1.0,True
ER,39,0.3,250,30,False,30,0.22959915199317038,1.0,True,31,0.000766437966376543,1.0333333333333334,True,36,0.0004449590342119336,1.2,True,32,0.0006654480239376426,1.0666666666666667,True,31,0.03490646102000028,1.0333333333333334,True
ER,39,0.3,200,28,False,29,0.21961897402070463,1.0357142857142858,True,31,0.0006806730525568128,1.1071428571428572,True,34,0.000376374926418066,1.2142857142857142,True,28,0.0005502789281308651,1.0,True,30,0.029868112062104046,1.0714285714285714,True
ER,39,0.3,243,30,False,30,0.24059286806732416,1.0,True,30,0.0007988449651747942,1.0,True,36,0.0004453778965398669,1.2,True,30,0.0006646789843216538,1.0,True,31,0.03441086795646697,1.0333333333333334,True
ER,39,0.5,376,31,False,31,0.24100870394613594,1.0,True,31,0.0009796640370041132,1.0,True,38,0.0005961649585515261,1.2258064516129032,True,34,0.0007791499374434352,1.096774193548387,True,31,0.04518758598715067,1.0,True
ER,39,0.5,359,32,False,32,0.2709268209291622,1.0,True,33,0.0010420320322737098,1.03125,True,38,0.0006713139591738582,1.1875,True,33,0.0010850540129467845,1.03125,True,32,0.0449756879825145,1.0,True
ER,39,0.5,374,32,False,32,0.27583624399267137,1.0,True,33,0.001016260008327663,1.03125,True,38,0.0006745969876646996,1.1875,True,32,0.0008408889407292008,1.0,True,33,0.04879244393669069,1.03125,True
ER,39,0.5,376,31,False,31,0.2572645399486646,1.0,True,31,0.0011475620558485389,1.0,True,38,0.0006119490135461092,1.2258064516129032,True,35,0.0009052129462361336,1.1290322580645162,True,33,0.045653289067558944,1.064516129032258,True
ER,39,0.5,365,33,False,33,0.2753346449462697,1.0,True,33,0.0012234100140631199,1.0,True,38,0.00056641292758286,1.1515151515151516,True,34,0.0008294349536299706,1.0303030303030303,True,33,0.04339161794632673,1.0,True
ER,39,0.5,381,33,False,33,0.27878305793274194,1.0,True,33,0.0009492820827290416,1.0,True,38,0.000599936000071466,1.1515151515151516,True,35,0.0008181210141628981,1.0606060606060606,True,33,0.04705870395991951,1.0,True
ER,39,0.5,379,33,False,33,0.2780157109955326,1.0,True,33,0.0011855559423565865,1.0,True,38,0.0007570089073851705,1.1515151515151516,True,34,0.0011685140198096633,1.0303030303030303,True,33,0.044753732974641025,1.0,True
ER,39,0.5,391,32,False,32,0.2583517599850893,1.0,True,33,0.001058864057995379,1.03125,True,36,0.0006500830641016364,1.125,True,35,0.0009078659350052476,1.09375,True,33,0.04698823508806527,1.03125,True
ER,39,0.5,347,32,False,33,0.2685247010085732,1.03125,True,33,0.000903606996871531,1.03125,True,36,0.0005740950582548976,1.125,True,34,0.0007531680166721344,1.0625,True,32,0.04222038004081696,1.0,True
ER,39,0.5,382,32,False,32,0.2468610539799556,1.0,True,33,0.0009272829629480839,1.03125,True,38,0.0006104130297899246,1.1875,True,33,0.0008799299830570817,1.03125,True,34,0.046168367960490286,1.0625,True
ER,39,0.7,524,34,False,34,0.2582041150890291,1.0,True,35,0.0011674670968204737,1.0294117647058822,True,38,0.0007657390087842941,1.1176470588235294,True,36,0.0009605970699340105,1.0588235294117647,True,34,0.056087435921654105,1.0,True
ER,39,0.7,508,34,False,34,0.26367059303447604,1.0,True,34,0.001068432000465691,1.0,True,38,0.0007354289991781116,1.1176470588235294,True,34,0.0009732379112392664,1.0,True,35,0.0559660519938916,1.0294117647058822,True
ER,39,0.7,523,34,False,34,0.26611922797746956,1.0,True,34,0.0012452000519260764,1.0,True,38,0.0007848769892007113,1.1176470588235294,True,36,0.0009151999838650227,1.0588235294117647,True,34,0.05759014096111059,1.0,True
ER,39,0.7,521,34,False,34,0.2583729220787063,1.0,True,35,0.0010959500214084983,1.0294117647058822,True,38,0.0007899049669504166,1.1176470588235294,True,35,0.0010507620172575116,1.0294117647058822,True,35,0.05726132809650153,1.0294117647058822,True
ER,39,0.7,504,35,False,35,0.2736023709876463,1.0,True,35,0.0011025839485228062,1.0,True,38,0.0007477910257875919,1.0857142857142856,True,35,0.001263918005861342,1.0,True,35,0.0538889019517228,1.0,True
ER,39,0.7,525,34,False,34,0.27047061803750694,1.0,True,34,0.0011194860562682152,1.0,True,38,0.0007503739325329661,1.1176470588235294,True,36,0.0009230920113623142,1.0588235294117647,True,35,0.056558654992841184,1.0294117647058822,True
ER,39,0.7,529,35,False,35,0.26766788796521723,1.0,True,35,0.0011889779707416892,1.0,True,38,0.0007927680853754282,1.0857142857142856,True,36,0.0009646470425650477,1.0285714285714285,True,36,0.05774483911227435,1.0285714285714285,True
ER,39,0.7,530,35,False,35,0.2785605429671705,1.0,True,36,0.0012942280154675245,1.0285714285714285,True,38,0.0007766350172460079,1.0857142857142856,True,36,0.0011055179638788104,1.0285714285714285,True,35,0.06426550098694861,1.0,True
ER,39,0.7,512,34,False,34,0.27447056805249304,1.0,True,36,0.0013422099873423576,1.0588235294117647,True,38,0.0008764389203861356,1.1176470588235294,True,35,0.001211047056131065,1.0294117647058822,True,34,0.0595568009885028,1.0,True
ER,39,0.7,528,35,False,35,0.2848893509944901,1.0,True,35,0.0011232569813728333,1.0,True,38,0.0008315299637615681,1.0857142857142856,True,36,0.0010469909757375717,1.0285714285714285,True,35,0.059649131959304214,1.0,True
ER,44,0.3,285,33,False,33,0.2791120799956843,1.0,True,33,0.0009325210703536868,1.0,True,42,0.0005080950213596225,1.2727272727272727,True,36,0.0006833970546722412,1.0909090909090908,True,33,0.03622269001789391,1.0,True
