inst_id,graph_type,num_nodes,is_optimal,ratio,step,n_active,H,H_max,H_norm,D_kl,rel_delta,vertex,best_prob
317,ER,54,True,1.0,4,50,3.9116533033379106,3.912023005428146,0.9999054959314599,0.00036970209023557185,0.002359154043941296,34,4.040760492762807e-06
317,ER,54,True,1.0,5,49,3.8914310657150977,3.8918202981106265,0.9998999870585705,0.0003892323955285484,0.0023946122397025494,48,4.123923766030657e-06
317,ER,54,True,1.0,6,48,3.8707496898739606,3.871201010907891,0.9998834157584019,0.00045132103393073775,0.0005310618129790415,8,4.233574551260055e-06
317,ER,54,True,1.0,7,47,3.849623271009504,3.8501476017100584,0.9998638154287068,0.0005243307005542354,0.0034322354088380043,35,4.357053452030968e-06
317,ER,54,True,1.0,8,46,3.8281141179415172,3.828641396489095,0.9998622805081558,0.0005272785475778575,0.0003597220292156351,11,4.536924623543825e-06
317,ER,54,True,1.0,9,45,3.806095626983101,3.8066624897703196,0.9998510866700838,0.0005668627872190421,0.015286376164604048,12,4.729849163664923e-06
317,ER,54,True,1.0,10,44,3.783518500143604,3.784189633918261,0.9998226479538336,0.0006711337746571583,0.005388405012396336,44,4.832590579817442e-06
317,ER,54,True,1.0,11,43,3.7604405445146605,3.7612001156935624,0.9997980508466613,0.000759571178902006,0.017017933785426768,52,5.074394433646212e-06
317,ER,54,True,1.0,12,42,3.7367895867211716,3.7376696182833684,0.9997645507355996,0.0008800315621967244,0.009002101925776166,14,5.187224786151745e-06
317,ER,54,True,1.0,13,41,3.712517396815643,3.713572066704308,0.9997159958472003,0.0010546698886645975,0.001397977283814827,33,5.4007339881367855e-06
317,ER,54,True,1.0,14,40,3.687548298037754,3.6888794541139363,0.9996391435142459,0.0013311560761821303,0.019626315375987503,43,5.704023747665765e-06
317,ER,54,True,1.0,15,39,3.6616134712038915,3.6635616461296463,0.9994682292495848,0.0019481749257553374,0.004057116335944472,50,5.909561356709503e-06
317,ER,54,True,1.0,16,38,3.634972324609034,3.6375861597263857,0.9992814369192706,0.002613835117351348,0.006472371445254254,36,6.482394537599134e-06
317,ER,54,True,1.0,17,37,3.6068176488679367,3.6109179126442243,0.9988644815873743,0.004100263776287656,0.013638314028849303,53,7.382521761356564e-06
317,ER,54,True,1.0,18,36,3.5763060320449114,3.58351893845611,0.9979872001417952,0.007212906411199085,0.38032710789805463,0,9.766192107685256e-06
317,ER,54,True,1.0,19,34,3.525717032445705,3.5263605246161616,0.9998175194606551,0.0006434921704562429,0.009988910057058896,45,6.3614692055180555e-06
317,ER,54,True,1.0,20,33,3.4957551748760674,3.4965075614664802,0.9997848176853085,0.0007523865904130317,0.003834008982579429,19,6.538729158345191e-06
317,ER,54,True,1.0,21,32,3.4647999954506994,3.4657359027997265,0.9997299542217654,0.0009359073490269945,0.0035452792173246163,41,6.790441685500248e-06
317,ER,54,True,1.0,22,31,3.4328358807784487,3.4339872044851463,0.9996647268501193,0.0011513237066974429,0.0037202912374211007,29,7.0637654654426285e-06
317,ER,54,True,1.0,23,30,3.3996854048198424,3.4011973816621555,0.9995554574837482,0.0015119768423128828,0.002259074131998325,2,7.392646564241545e-06
317,ER,54,True,1.0,24,29,3.365626460815444,3.367295829986474,0.9995042404186278,0.001669369171030204,0.048318756278743116,27,8.097936719853038e-06
317,ER,54,True,1.0,25,28,3.3302237697602783,3.332204510175204,0.9994055765758443,0.00198074041492546,0.011647260929754958,38,8.218676210258735e-06
317,ER,54,True,1.0,26,27,3.293474304927976,3.295836866004329,0.9992831680776673,0.0023625610763528555,0.0018609839458782354,40,8.813334230528547e-06
317,ER,54,True,1.0,27,26,3.255191461745752,3.258096538021482,0.9991083516888378,0.0029050762757303543,0.003207133516767368,46,9.285678449710844e-06
317,ER,54,True,1.0,28,25,3.214830729189436,3.2188758248682006,0.9987433203705738,0.004045095678764509,0.001178732936446311,18,1.0108894485938436e-05
317,ER,54,True,1.0,29,24,3.171374913954813,3.1780538303479458,0.9978984256561817,0.006678916393132742,0.012318020599605168,13,1.252949812435844e-05
317,ER,54,True,1.0,30,23,3.120631427537229,3.1354942159291497,0.9952598259258736,0.014862788391920597,0.40020382596812654,15,1.794110502617574e-05
317,ER,54,True,1.0,31,21,3.0418596104970392,3.044522437723423,0.9991253711277047,0.002662827226383669,0.02471360621536827,26,1.1270301002563876e-05
317,ER,54,True,1.0,32,20,2.9920739601111466,2.995732273553991,0.9987788249720646,0.0036583134428442863,0.0033803244630900855,28,1.2474977390097841e-05
317,ER,54,True,1.0,33,19,2.9398530240816276,2.9444389791664403,0.9984425029293319,0.00458595508481268,0.0003906161628400364,20,1.3948660548046554e-05
317,ER,54,True,1.0,34,18,2.883146417585795,2.8903717578961645,0.9975002038092052,0.00722534031036977,0.07610126534420446,16,1.6525828055558023e-05
317,ER,54,True,1.0,35,17,2.8197488256897683,2.833213344056216,0.9952476157876726,0.013464518366447548,0.30686217452822234,4,2.375879797833491e-05
317,ER,54,True,1.0,36,15,2.704994758918132,2.70805020110221,0.9988717187802374,0.0030554421840780447,0.013512782598904148,51,1.692162656496965e-05
317,ER,54,True,1.0,37,14,2.634348973441618,2.6390573296152584,0.9982158946981547,0.004708356173640495,0.0680569699096995,7,1.9007747308008582e-05
317,ER,54,True,1.0,38,13,2.554186999036003,2.5649493574615367,0.9958040659187966,0.010762358425533622,0.04723295189469077,21,2.3523565398031465e-05
317,ER,54,True,1.0,39,12,2.4599801540551804,2.4849066497880004,0.9899688401836155,0.024926495732820124,0.2892603190833392,39,3.355513875813454e-05
317,ER,54,True,1.0,40,10,2.292883132574731,2.302585092994046,0.9957864921262478,0.00970196041931469,0.11578801076868576,49,2.5446156238562168e-05
317,ER,54,True,1.0,41,9,2.174438194065647,2.1972245773362196,0.9896294700570857,0.02278638327057249,0.33305850647269,31,3.304719910368625e-05
317,ER,54,True,1.0,42,7,1.9419394334891908,1.9459101490553132,0.997959455852548,0.0039707155661223275,0.0,10,2.4166359067878673e-05
317,ER,54,True,1.0,43,6,1.7854636526875614,1.791759469228055,0.9964862378859334,0.006295816540493465,0.09523619064969167,30,3.49994716850599e-05
