graph_type,num_nodes,param,num_edges,milp_ref,size_fixed,ratio_fixed,opt_fixed,size_adaptive,ratio_adaptive,opt_adaptive,n_adapted,n_steps,mean_t_used,mean_delta
ER,44,0.7,673,39,39,1.0,True,41,1.0512820512820513,False,40,41,1.4185365853658534,0.004944817832692104
ER,44,0.7,665,39,39,1.0,True,40,1.0256410256410255,False,38,40,1.57925,0.008727287240248086
ER,44,0.7,678,39,39,1.0,True,40,1.0256410256410255,False,40,40,1.576,0.00926685099180866
ER,49,0.3,347,38,39,1.0263157894736843,False,39,1.0263157894736843,False,37,39,1.7184615384615387,0.03331322809183834
ER,49,0.3,334,37,39,1.054054054054054,False,38,1.027027027027027,False,37,38,1.7244736842105264,0.027691788150421674
ER,49,0.3,341,37,37,1.0,True,37,1.0,True,36,37,1.7164864864864864,0.037714336814312424
ER,49,0.3,355,38,38,1.0,True,38,1.0,True,38,38,1.7421052631578948,0.026299147760003486
ER,49,0.3,351,38,38,1.0,True,38,1.0,True,37,38,1.671315789473684,0.028760404279912503
ER,49,0.3,374,39,39,1.0,True,39,1.0,True,38,39,1.6028205128205129,0.02804257950854167
ER,49,0.3,365,37,38,1.027027027027027,False,38,1.027027027027027,False,37,38,1.7897368421052633,0.03008504613924776
ER,49,0.3,392,39,39,1.0,True,39,1.0,True,38,39,1.669230769230769,0.019747654451140184
ER,49,0.3,330,37,37,1.0,True,37,1.0,True,35,37,1.5416216216216216,0.03025141284637084
ER,49,0.3,366,38,38,1.0,True,39,1.0263157894736843,False,39,39,1.6538461538461537,0.032501279155891995
ER,49,0.5,587,41,42,1.024390243902439,False,42,1.024390243902439,False,40,42,1.6909523809523812,0.014293844039026303
ER,49,0.5,562,41,41,1.0,True,43,1.048780487804878,False,40,43,1.6983720930232558,0.012051484279281615
ER,49,0.5,582,41,42,1.024390243902439,False,41,1.0,True,41,41,1.7926829268292683,0.02116855926418876
ER,49,0.5,600,42,42,1.0,True,43,1.0238095238095237,False,42,43,1.7327906976744187,0.01614676226886441
ER,49,0.5,581,41,41,1.0,True,41,1.0,True,41,41,1.6951219512195121,0.018860729048743953
ER,49,0.5,614,42,43,1.0238095238095237,False,43,1.0238095238095237,False,42,43,1.607674418604651,0.016465638055931965
ER,49,0.5,592,41,41,1.0,True,43,1.048780487804878,False,42,43,1.7106976744186047,0.015654643646231148
ER,49,0.5,620,41,41,1.0,True,41,1.0,True,41,41,1.7317073170731707,0.016348587427818435
ER,49,0.5,592,41,41,1.0,True,41,1.0,True,41,41,1.7207317073170731,0.020726306168743165
ER,49,0.5,586,41,41,1.0,True,42,1.024390243902439,False,41,42,1.5847619047619048,0.017879492578753424
ER,49,0.7,821,44,44,1.0,True,44,1.0,True,43,44,1.6722727272727271,0.010089987916877298
ER,49,0.7,812,44,44,1.0,True,45,1.0227272727272727,False,43,45,1.6568888888888889,0.007178388191298726
ER,49,0.7,822,44,44,1.0,True,47,1.0681818181818181,False,43,47,1.4204255319148937,0.003427983281620112
ER,49,0.7,820,44,45,1.0227272727272727,False,45,1.0227272727272727,False,44,45,1.5799999999999998,0.005515931144543809
ER,49,0.7,803,44,44,1.0,True,47,1.0681818181818181,False,46,47,1.5061702127659573,0.002879296687952133
ER,49,0.7,839,44,44,1.0,True,45,1.0227272727272727,False,44,45,1.5295555555555556,0.006645926753009121
ER,49,0.7,829,44,45,1.0227272727272727,False,46,1.0454545454545454,False,43,46,1.631521739130435,0.0059465413725353295
ER,49,0.7,835,44,44,1.0,True,44,1.0,True,44,44,1.5468181818181816,0.008861160567871867
ER,49,0.7,838,44,44,1.0,True,45,1.0227272727272727,False,44,45,1.6780000000000002,0.006888194361598722
ER,49,0.7,832,44,44,1.0,True,45,1.0227272727272727,False,44,45,1.512888888888889,0.005629943347118872
ER,54,0.3,416,41,42,1.024390243902439,False,42,1.024390243902439,False,42,42,1.7999999999999998,0.03527575195054503
ER,54,0.3,406,41,42,1.024390243902439,False,42,1.024390243902439,False,42,42,1.630952380952381,0.03376367661379784
ER,54,0.3,422,41,41,1.0,True,41,1.0,True,41,41,1.7682926829268293,0.03358900125420843
ER,54,0.3,433,43,44,1.0232558139534884,False,44,1.0232558139534884,False,43,44,1.6386363636363634,0.023651029749697718
ER,54,0.3,436,43,43,1.0,True,43,1.0,True,43,43,1.7813953488372092,0.028656320561581117
ER,54,0.3,450,42,43,1.0238095238095237,False,43,1.0238095238095237,False,43,43,1.7562790697674417,0.029813407024672434
ER,54,0.3,455,43,44,1.0232558139534884,False,43,1.0,True,43,43,1.7569767441860464,0.02900182152183376
ER,54,0.3,469,43,43,1.0,True,44,1.0232558139534884,False,42,44,1.6254545454545457,0.024559642930569656
ER,54,0.3,415,42,43,1.0238095238095237,False,43,1.0238095238095237,False,42,43,1.686279069767442,0.02723176065045454
ER,54,0.3,440,43,43,1.0,True,43,1.0,True,42,43,1.7560465116279067,0.03575140618976611
ER,54,0.5,709,45,45,1.0,True,47,1.0444444444444445,False,46,47,1.649148936170213,0.016219617095885666
ER,54,0.5,683,46,47,1.0217391304347827,False,47,1.0217391304347827,False,45,47,1.6812765957446811,0.016855792106206764
ER,54,0.5,705,46,46,1.0,True,46,1.0,True,46,46,1.6417391304347826,0.017622786646878302
ER,54,0.5,731,47,47,1.0,True,47,1.0,True,46,47,1.6495744680851063,0.014012929303240869
ER,54,0.5,708,47,47,1.0,True,47,1.0,True,47,47,1.713191489361702,0.017980115689939073
ER,54,0.5,748,46,46,1.0,True,46,1.0,True,46,46,1.751086956521739,0.0199029137874837
ER,54,0.5,733,47,47,1.0,True,47,1.0,True,45,47,1.6387234042553194,0.011828868703036696
ER,54,0.5,752,47,47,1.0,True,47,1.0,True,46,47,1.607659574468085,0.015425433680127196
ER,54,0.5,718,47,47,1.0,True,48,1.0212765957446808,False,48,48,1.7191666666666665,0.015399343215203766
ER,54,0.5,714,46,46,1.0,True,47,1.0217391304347827,False,46,47,1.776808510638298,0.017740021945385587
ER,54,0.7,995,49,50,1.0204081632653061,False,50,1.0204081632653061,False,48,50,1.5344000000000002,0.006108365831441358
ER,54,0.7,985,49,49,1.0,True,49,1.0,True,49,49,1.7044897959183674,0.01202054681561544
ER,54,0.7,997,49,49,1.0,True,49,1.0,True,48,49,1.7185714285714286,0.0069497211486727155
ER,54,0.7,1008,49,49,1.0,True,52,1.0612244897959184,False,50,52,1.52,0.0011493100285524592
ER,54,0.7,978,49,49,1.0,True,49,1.0,True,49,49,1.6693877551020408,0.0095754789237944
ER,54,0.7,1026,49,49,1.0,True,50,1.0204081632653061,False,48,50,1.6814000000000002,0.00525191020800307
ER,54,0.7,1020,49,49,1.0,True,50,1.0204081632653061,False,48,50,1.5844,0.005719199940159918
ER,54,0.7,1014,49,49,1.0,True,49,1.0,True,49,49,1.6775510204081634,0.011326980584599607
ER,54,0.7,1013,49,49,1.0,True,50,1.0204081632653061,False,49,50,1.581,0.005368506255648162
ER,54,0.7,1007,49,49,1.0,True,49,1.0,True,47,49,1.6361224489795918,0.008916549407274845
BA,4,2.0,4,2,2,1.0,True,2,1.0,True,1,2,0.255,0.028614333259752434
BA,4,2.0,4,2,2,1.0,True,2,1.0,True,1,2,0.255,0.028614333259752656
BA,4,2.0,4,2,2,1.0,True,2,1.0,True,1,2,0.255,0.028614333259752656
BA,4,2.0,4,2,2,1.0,True,2,1.0,True,1,2,0.255,0.028614333259752656
BA,4,2.0,4,2,2,1.0,True,2,1.0,True,1,2,0.255,0.028614333259752656
BA,4,2.0,4,2,2,1.0,True,2,1.0,True,1,2,0.255,0.028614333259752656
BA,4,2.0,4,2,2,1.0,True,2,1.0,True,1,2,0.255,0.028614333259752434
BA,4,2.0,4,2,2,1.0,True,2,1.0,True,1,2,0.255,0.028614333259752656
BA,4,2.0,4,2,2,1.0,True,2,1.0,True,1,2,0.255,0.028614333259752656
BA,4,2.0,4,2,2,1.0,True,2,1.0,True,2,2,0.5,0.055588958122317234
BA,9,2.0,14,4,4,1.0,True,4,1.0,True,3,4,0.7525,0.052474854709844226
BA,9,2.0,14,5,5,1.0,True,5,1.0,True,4,5,1.1019999999999999,0.02520075938795454
BA,9,2.0,14,3,3,1.0,True,3,1.0,True,3,3,1.0,0.0790930356668315
BA,9,2.0,14,4,4,1.0,True,4,1.0,True,3,4,0.5075,0.04138250684789002
BA,9,2.0,14,3,3,1.0,True,3,1.0,True,3,3,0.8333333333333334,0.09280075008238826
BA,9,2.0,14,5,5,1.0,True,5,1.0,True,5,5,1.3,0.06969803335893585
BA,9,2.0,14,4,4,1.0,True,4,1.0,True,3,4,0.39,0.04434481651719552
BA,9,2.0,14,3,3,1.0,True,3,1.0,True,3,3,0.5666666666666667,0.07868552354098557
BA,9,2.0,14,4,4,1.0,True,4,1.0,True,4,4,1.125,0.07972032595867826
BA,9,2.0,14,5,5,1.0,True,5,1.0,True,4,5,0.722,0.04375218627027448
BA,9,5.0,20,4,4,1.0,True,4,1.0,True,4,4,1.125,0.09767090424355696
BA,9,5.0,20,4,4,1.0,True,4,1.0,True,4,4,1.125,0.09071549544249177
BA,9,5.0,20,4,4,1.0,True,4,1.0,True,4,4,1.125,0.06301164219030125
BA,9,5.0,20,4,4,1.0,True,4,1.0,True,4,4,1.125,0.08547815406232373
BA,9,5.0,20,4,4,1.0,True,4,1.0,True,4,4,1.125,0.0991900955496236
BA,9,5.0,20,4,4,1.0,True,4,1.0,True,4,4,0.8875,0.06271782426297917
BA,9,5.0,20,4,4,1.0,True,4,1.0,True,4,4,0.8875,0.07322657457391121
BA,9,5.0,20,4,4,1.0,True,4,1.0,True,4,4,1.125,0.09767090424355696
BA,9,5.0,20,4,4,1.0,True,4,1.0,True,4,4,0.875,0.09991835541763139
BA,9,5.0,20,4,4,1.0,True,4,1.0,True,4,4,1.125,0.08939505975618822
BA,14,2.0,24,6,6,1.0,True,6,1.0,True,4,6,0.5066666666666666,0.025623232816518255
BA,14,2.0,24,5,5,1.0,True,5,1.0,True,4,5,0.8219999999999998,0.030510676922815904
BA,14,2.0,24,4,4,1.0,True,4,1.0,True,4,4,1.0,0.07294169177723367
BA,14,2.0,24,5,5,1.0,True,5,1.0,True,5,5,0.9,0.09328769060895648
BA,14,2.0,24,5,5,1.0,True,5,1.0,True,3,5,0.8039999999999999,0.043166095549742045
BA,14,2.0,24,7,7,1.0,True,7,1.0,True,6,7,0.9299999999999999,0.040024684656077794
BA,14,2.0,24,7,7,1.0,True,7,1.0,True,6,7,0.7442857142857143,0.028716294030795928
BA,14,2.0,24,6,6,1.0,True,6,1.0,True,5,6,1.0016666666666667,0.03779649261076754
BA,14,2.0,24,6,6,1.0,True,6,1.0,True,5,6,0.8383333333333333,0.048710323940473345
BA,14,2.0,24,8,8,1.0,True,8,1.0,True,7,8,1.18875,0.039626921095333875
BA,14,5.0,45,9,9,1.0,True,9,1.0,True,9,9,1.28,0.061243915541187986
BA,14,5.0,45,8,8,1.0,True,8,1.0,True,8,8,1.4375,0.03803946392157642
BA,14,5.0,45,9,9,1.0,True,9,1.0,True,6,9,1.1144444444444443,0.04531318277460831
BA,14,5.0,45,8,8,1.0,True,8,1.0,True,7,8,0.93875,0.052790273937082355
BA,14,5.0,45,8,8,1.0,True,8,1.0,True,8,8,1.19,0.05716468092815777
BA,14,5.0,45,8,8,1.0,True,8,1.0,True,7,8,1.26375,0.045964648387453205
BA,14,5.0,45,9,9,1.0,True,9,1.0,True,7,9,1.0022222222222221,0.04018477305823252
BA,14,5.0,45,8,8,1.0,True,8,1.0,True,8,8,1.065,0.05170782341224814
BA,14,5.0,45,9,9,1.0,True,9,1.0,True,8,9,1.1122222222222222,0.04923204256845042
BA,14,5.0,45,9,9,1.0,True,9,1.0,True,9,9,1.3333333333333333,0.054123535780147565
BA,19,2.0,34,9,9,1.0,True,9,1.0,True,7,9,1.0022222222222221,0.03004641173037485
BA,19,2.0,34,9,9,1.0,True,9,1.0,True,7,9,0.8911111111111111,0.03717864947375798
BA,19,2.0,34,8,8,1.0,True,8,1.0,True,6,8,0.815,0.016699720489488604
BA,19,2.0,34,10,10,1.0,True,10,1.0,True,9,10,1.051,0.06406275882057288
BA,19,2.0,34,8,8,1.0,True,8,1.0,True,5,8,0.8787499999999999,0.0251490679326756
BA,19,2.0,34,8,8,1.0,True,8,1.0,True,7,8,0.87625,0.043659072827325535
BA,19,2.0,34,10,10,1.0,True,10,1.0,True,9,10,1.301,0.050149656392683
BA,19,2.0,34,8,8,1.0,True,8,1.0,True,7,8,0.94125,0.026472147111102864
BA,19,2.0,34,6,6,1.0,True,6,1.0,True,6,6,1.0833333333333333,0.06618439739134797
BA,19,2.0,34,10,10,1.0,True,10,1.0,True,8,10,0.9089999999999998,0.02251318716584666
BA,19,5.0,70,12,12,1.0,True,12,1.0,True,10,12,1.1849999999999998,0.03833376890187368
BA,19,5.0,70,12,12,1.0,True,12,1.0,True,11,12,1.2091666666666667,0.05124500481534156
BA,19,5.0,70,12,12,1.0,True,12,1.0,True,11,12,1.4175000000000002,0.05649125346834983
BA,19,5.0,70,12,12,1.0,True,12,1.0,True,11,12,1.4591666666666667,0.05360244029040288
BA,19,5.0,70,12,12,1.0,True,12,1.0,True,11,12,1.3758333333333332,0.0582208014412131
BA,19,5.0,70,12,12,1.0,True,12,1.0,True,11,12,1.5025000000000002,0.0448127523487952
BA,19,5.0,70,12,12,1.0,True,12,1.0,True,11,12,1.2925,0.03012715901847628
BA,19,5.0,70,12,12,1.0,True,12,1.0,True,12,12,1.3916666666666668,0.050474401843452504
BA,19,5.0,70,11,11,1.0,True,11,1.0,True,10,11,1.319090909090909,0.0493073520525287
BA,19,5.0,70,12,12,1.0,True,13,1.0833333333333333,False,12,13,1.236923076923077,0.021518058398225532
BA,24,2.0,44,11,11,1.0,True,11,1.0,True,8,11,0.83,0.01904239025741016
BA,24,2.0,44,11,11,1.0,True,11,1.0,True,10,11,1.0554545454545454,0.04781813647077233
BA,24,2.0,44,11,11,1.0,True,11,1.0,True,8,11,0.7572727272727273,0.014504252145157614
BA,24,2.0,44,12,12,1.0,True,12,1.0,True,12,12,1.0416666666666667,0.044589595322024306
BA,24,2.0,44,11,11,1.0,True,11,1.0,True,10,11,1.4554545454545456,0.032669392935757165
BA,24,2.0,44,10,10,1.0,True,10,1.0,True,9,10,1.011,0.03393802207043526
BA,24,2.0,44,13,13,1.0,True,13,1.0,True,12,13,1.2315384615384617,0.035767603388931965
BA,24,2.0,44,12,12,1.0,True,12,1.0,True,11,12,1.3008333333333333,0.025591815809939123
BA,24,2.0,44,8,8,1.0,True,8,1.0,True,7,8,1.02625,0.014878172980341914
BA,24,2.0,44,11,11,1.0,True,11,1.0,True,10,11,1.0463636363636364,0.031931117957301254
BA,24,5.0,95,16,16,1.0,True,16,1.0,True,13,16,1.283125,0.03654474783939512
BA,24,5.0,95,16,16,1.0,True,16,1.0,True,15,16,1.5631249999999999,0.04362375312022108
BA,24,5.0,95,15,15,1.0,True,15,1.0,True,15,15,1.6333333333333333,0.06125631408712468
BA,24,5.0,95,16,16,1.0,True,16,1.0,True,15,16,1.5318749999999999,0.048671321539530917
BA,24,5.0,95,15,15,1.0,True,15,1.0,True,14,15,1.3353333333333335,0.0416696882327768
BA,24,5.0,95,15,15,1.0,True,15,1.0,True,14,15,1.5006666666666668,0.033913525437894575
BA,24,5.0,95,15,16,1.0666666666666667,False,16,1.0666666666666667,False,15,16,1.3756249999999999,0.04383612495162488
BA,24,5.0,95,16,16,1.0,True,16,1.0,True,15,16,1.5943749999999999,0.04003831838265802
BA,24,5.0,95,16,16,1.0,True,16,1.0,True,15,16,1.4068749999999999,0.044480851836095646
BA,24,5.0,95,16,18,1.125,False,18,1.125,False,16,18,1.4455555555555555,0.037048148685107515
BA,29,2.0,54,13,13,1.0,True,13,1.0,True,12,13,0.9623076923076923,0.04416483172178117
BA,29,2.0,54,13,13,1.0,True,13,1.0,True,13,13,1.2,0.03429394538214981
BA,29,2.0,54,13,13,1.0,True,13,1.0,True,9,13,0.6969230769230769,0.01842996140052182
BA,29,2.0,54,14,15,1.0714285714285714,False,15,1.0714285714285714,False,14,15,1.2340000000000002,0.04851061814622474
BA,29,2.0,54,13,13,1.0,True,13,1.0,True,11,13,1.2323076923076925,0.025934316337043642
BA,29,2.0,54,12,12,1.0,True,12,1.0,True,10,12,1.0058333333333334,0.034586241859684556
BA,29,2.0,54,14,14,1.0,True,14,1.0,True,13,14,1.3578571428571429,0.04852945490840254
BA,29,2.0,54,14,14,1.0,True,14,1.0,True,14,14,1.0528571428571427,0.041156872326733374
BA,29,2.0,54,12,12,1.0,True,12,1.0,True,9,12,0.9191666666666666,0.03413814202571572
BA,29,2.0,54,13,13,1.0,True,13,1.0,True,13,13,1.1923076923076923,0.043565208910915074
BA,29,5.0,120,19,19,1.0,True,19,1.0,True,18,19,1.4742105263157896,0.049638870853258875
BA,29,5.0,120,19,19,1.0,True,19,1.0,True,18,19,1.5005263157894737,0.047075671404746645
BA,29,5.0,120,18,18,1.0,True,18,1.0,True,17,18,1.4172222222222224,0.04447082797145338
BA,29,5.0,120,17,17,1.0,True,17,1.0,True,16,17,1.618235294117647,0.04103078709270345
BA,29,5.0,120,17,17,1.0,True,17,1.0,True,17,17,1.4823529411764707,0.045051120947841
BA,29,5.0,120,18,18,1.0,True,18,1.0,True,16,18,1.3622222222222224,0.03969471329281367
BA,29,5.0,120,19,19,1.0,True,19,1.0,True,18,19,1.5005263157894737,0.039096133579821835
BA,29,5.0,120,18,18,1.0,True,18,1.0,True,18,18,1.5844444444444443,0.03853349059735076
BA,29,5.0,120,18,18,1.0,True,18,1.0,True,17,18,1.3905555555555555,0.05880097029074597
BA,29,5.0,120,19,19,1.0,True,19,1.0,True,17,19,1.3178947368421055,0.03792680836694318
BA,34,2.0,64,14,14,1.0,True,14,1.0,True,14,14,1.1857142857142857,0.04154773370199578
BA,34,2.0,64,17,17,1.0,True,17,1.0,True,15,17,1.3011764705882354,0.025437675941276928
BA,34,2.0,64,16,16,1.0,True,16,1.0,True,11,16,0.8262499999999999,0.019084380697068207
BA,34,2.0,64,18,18,1.0,True,18,1.0,True,16,18,1.0066666666666666,0.03000387282216603
BA,34,2.0,64,14,14,1.0,True,14,1.0,True,13,14,1.150714285714286,0.027695902509380484
BA,34,2.0,64,14,14,1.0,True,14,1.0,True,13,14,1.150714285714286,0.031714243125875764
BA,34,2.0,64,16,16,1.0,True,16,1.0,True,15,16,1.0943749999999999,0.03934897467781775
BA,34,2.0,64,17,17,1.0,True,17,1.0,True,16,17,1.2664705882352942,0.04218379077389873
BA,34,2.0,64,15,16,1.0666666666666667,False,16,1.0666666666666667,False,14,16,1.010625,0.027874333924945496
BA,34,2.0,64,16,16,1.0,True,16,1.0,True,15,16,0.9393750000000001,0.03375517633933237
BA,34,5.0,145,22,22,1.0,True,22,1.0,True,21,22,1.4777272727272726,0.042063734410262045
BA,34,5.0,145,22,22,1.0,True,22,1.0,True,20,22,1.5463636363636362,0.0466317927638026
BA,34,5.0,145,22,22,1.0,True,22,1.0,True,22,22,1.5681818181818181,0.05229501715016935
BA,34,5.0,145,20,20,1.0,True,20,1.0,True,17,20,1.2765000000000002,0.02271586201304353
BA,34,5.0,145,21,21,1.0,True,21,1.0,True,19,21,1.381904761904762,0.03625598516165481
BA,34,5.0,145,21,21,1.0,True,21,1.0,True,19,21,1.5485714285714285,0.03643872124623377
BA,34,5.0,145,20,20,1.0,True,20,1.0,True,20,20,1.725,0.04047079408146499
BA,34,5.0,145,21,21,1.0,True,21,1.0,True,20,21,1.5004761904761905,0.03646174372925979
BA,34,5.0,145,20,21,1.05,False,21,1.05,False,20,21,1.502857142857143,0.04612616292643238
BA,34,5.0,145,22,22,1.0,True,22,1.0,True,21,22,1.464090909090909,0.03963234394451571
BA,39,2.0,74,16,16,1.0,True,16,1.0,True,15,16,1.075625,0.027747625163207425
BA,39,2.0,74,19,19,1.0,True,19,1.0,True,18,19,1.0847368421052632,0.02081568630775362
BA,39,2.0,74,18,18,1.0,True,18,1.0,True,15,18,1.0600000000000003,0.036729630742697944
BA,39,2.0,74,21,21,1.0,True,21,1.0,True,18,21,1.3347619047619048,0.03369839193319384
BA,39,2.0,74,17,17,1.0,True,17,1.0,True,14,17,1.2958823529411765,0.025787202532097046
BA,39,2.0,74,17,17,1.0,True,17,1.0,True,15,17,1.0611764705882352,0.03114861381585067
BA,39,2.0,74,19,19,1.0,True,19,1.0,True,18,19,1.0531578947368423,0.03897588376761869
BA,39,2.0,74,20,20,1.0,True,20,1.0,True,20,20,1.3359999999999999,0.03830521389102408
BA,39,2.0,74,17,17,1.0,True,17,1.0,True,15,17,1.0717647058823532,0.031218420302009074
BA,39,2.0,74,16,16,1.0,True,16,1.0,True,15,16,1.064375,0.03732077013598394
BA,39,5.0,170,24,24,1.0,True,24,1.0,True,23,24,1.4595833333333335,0.0291378978532105
BA,39,5.0,170,23,23,1.0,True,23,1.0,True,23,23,1.6304347826086956,0.0509897385548408
BA,39,5.0,170,25,27,1.08,False,25,1.0,True,24,25,1.6444,0.0415234872023152
BA,39,5.0,170,21,21,1.0,True,21,1.0,True,20,21,1.4538095238095239,0.031232906427724742
BA,39,5.0,170,23,24,1.0434782608695652,False,24,1.0434782608695652,False,20,24,1.21,0.028800912873773996
BA,39,5.0,170,24,24,1.0,True,24,1.0,True,22,24,1.5454166666666669,0.032414238429019825
BA,39,5.0,170,23,23,1.0,True,23,1.0,True,23,23,1.6304347826086956,0.04430012764336825
BA,39,5.0,170,23,23,1.0,True,23,1.0,True,22,23,1.4569565217391303,0.030664611246190233
BA,39,5.0,170,24,25,1.0416666666666667,False,25,1.0416666666666667,False,24,25,1.4804,0.04145001267166793
BA,39,5.0,170,24,24,1.0,True,24,1.0,True,22,24,1.4425,0.031984076780562
BA,44,2.0,84,20,20,1.0,True,20,1.0,True,17,20,1.0825000000000002,0.024559006988000565
BA,44,2.0,84,20,20,1.0,True,20,1.0,True,17,20,1.1165000000000003,0.017110376231772046
BA,44,2.0,84,19,19,1.0,True,19,1.0,True,18,19,1.112105263157895,0.03273400674750074
BA,44,2.0,84,23,23,1.0,True,23,1.0,True,21,23,1.1747826086956523,0.034038617753828694
BA,44,2.0,84,18,18,1.0,True,18,1.0,True,15,18,1.2294444444444446,0.017910090714781217
BA,44,2.0,84,19,19,1.0,True,19,1.0,True,17,19,1.0273684210526315,0.024189547174140708
BA,44,2.0,84,21,21,1.0,True,21,1.0,True,20,21,1.1195238095238096,0.04246045643238566
BA,44,2.0,84,24,24,1.0,True,24,1.0,True,22,24,1.19125,0.03208078553394313
BA,44,2.0,84,20,21,1.05,False,21,1.05,False,20,21,1.4338095238095239,0.028992260331883454
BA,44,2.0,84,17,17,1.0,True,17,1.0,True,15,17,1.148235294117647,0.02535939450660715
BA,44,5.0,195,28,28,1.0,True,28,1.0,True,28,28,1.4471428571428573,0.03311053616945251
BA,44,5.0,195,27,27,1.0,True,27,1.0,True,25,27,1.5748148148148147,0.03828125138644417
BA,44,5.0,195,26,26,1.0,True,26,1.0,True,26,26,1.6384615384615384,0.02995707891879281
BA,44,5.0,195,25,25,1.0,True,25,1.0,True,23,25,1.4607999999999999,0.04365576497329701
BA,44,5.0,195,25,26,1.04,False,26,1.04,False,24,26,1.5592307692307692,0.044989702308045526
BA,44,5.0,195,27,28,1.037037037037037,False,28,1.037037037037037,False,26,28,1.4649999999999999,0.03064215803566669
BA,44,5.0,195,27,28,1.037037037037037,False,28,1.037037037037037,False,28,28,1.5964285714285715,0.046674958012749845
BA,44,5.0,195,25,26,1.04,False,26,1.04,False,23,26,1.5396153846153844,0.02744571496317264
BA,44,5.0,195,27,27,1.0,True,27,1.0,True,26,27,1.5566666666666666,0.043766086399440594
BA,44,5.0,195,26,27,1.0384615384615385,False,27,1.0384615384615385,False,25,27,1.52,0.03408044243397831
BA,49,2.0,94,21,21,1.0,True,21,1.0,True,20,21,1.1933333333333334,0.02948415915102924
BA,49,2.0,94,24,24,1.0,True,24,1.0,True,21,24,1.5220833333333335,0.03282363817455397
BA,49,2.0,94,21,21,1.0,True,21,1.0,True,19,21,1.1114285714285717,0.028630301030439932
BA,49,2.0,94,25,25,1.0,True,25,1.0,True,22,25,1.2412,0.033843532178525766
BA,49,2.0,94,19,19,1.0,True,19,1.0,True,18,19,1.1163157894736842,0.025985985335202185
BA,49,2.0,94,22,22,1.0,True,22,1.0,True,18,22,0.8904545454545457,0.025469608725741087
BA,49,2.0,94,22,22,1.0,True,22,1.0,True,21,22,1.045909090909091,0.0455118852545112
BA,49,2.0,94,24,24,1.0,True,24,1.0,True,21,24,1.2137499999999999,0.02285096647051955
BA,49,2.0,94,22,22,1.0,True,22,1.0,True,20,22,1.2963636363636366,0.03394747587495777
BA,49,2.0,94,21,21,1.0,True,21,1.0,True,17,21,1.0742857142857145,0.016010153352021293
BA,49,5.0,220,31,31,1.0,True,31,1.0,True,30,31,1.6629032258064518,0.034859202034350785
BA,49,5.0,220,30,30,1.0,True,31,1.0333333333333334,False,30,31,1.5332258064516129,0.03141450166611362
BA,49,5.0,220,30,30,1.0,True,30,1.0,True,29,30,1.5526666666666666,0.04668546161255432
BA,49,5.0,220,27,27,1.0,True,27,1.0,True,27,27,1.537777777777778,0.05005541762423055
BA,49,5.0,220,29,30,1.0344827586206897,False,30,1.0344827586206897,False,30,30,1.6506666666666667,0.04074325512379599
BA,49,5.0,220,30,30,1.0,True,30,1.0,True,29,30,1.6003333333333332,0.0425396082535023
BA,49,5.0,220,30,31,1.0333333333333334,False,31,1.0333333333333334,False,29,31,1.5006451612903224,0.036209995948099975
BA,49,5.0,220,30,30,1.0,True,30,1.0,True,29,30,1.5176666666666667,0.032794544732117244
BA,49,5.0,220,29,29,1.0,True,29,1.0,True,28,29,1.6037931034482757,0.0464125321708025
BA,49,5.0,220,29,31,1.0689655172413792,False,31,1.0689655172413792,False,29,31,1.6522580645161289,0.027829416163528613
BA,54,2.0,104,23,23,1.0,True,23,1.0,True,21,23,1.2408695652173913,0.030158485769026636
BA,54,2.0,104,26,26,1.0,True,26,1.0,True,24,26,1.3476923076923077,0.029229655612621086
BA,54,2.0,104,24,24,1.0,True,24,1.0,True,21,24,1.22625,0.020932159623951455
BA,54,2.0,104,25,25,1.0,True,25,1.0,True,24,25,1.2404000000000002,0.031101150450000153
BA,54,2.0,104,20,20,1.0,True,20,1.0,True,18,20,1.0160000000000002,0.024661637057042253
BA,54,2.0,104,25,25,1.0,True,25,1.0,True,21,25,1.0436,0.02333249274626419
BA,54,2.0,104,25,25,1.0,True,25,1.0,True,24,25,1.1804000000000001,0.03824438438776935
BA,54,2.0,104,28,28,1.0,True,28,1.0,True,27,28,1.2682142857142857,0.03503903418185931
BA,54,2.0,104,24,24,1.0,True,24,1.0,True,21,24,1.10625,0.024785491969307755
BA,54,2.0,104,23,23,1.0,True,23,1.0,True,19,23,1.09304347826087,0.01715365326299745
BA,54,5.0,245,35,35,1.0,True,35,1.0,True,34,35,1.6574285714285715,0.03800638156801193
BA,54,5.0,245,33,33,1.0,True,33,1.0,True,32,33,1.6063636363636362,0.03595328533945648
BA,54,5.0,245,32,33,1.03125,False,33,1.03125,False,31,33,1.471818181818182,0.032653094713370696
BA,54,5.0,245,31,31,1.0,True,31,1.0,True,29,31,1.3716129032258064,0.038191230402611215
BA,54,5.0,245,32,32,1.0,True,33,1.03125,False,31,33,1.592121212121212,0.03240958983806618
BA,54,5.0,245,32,32,1.0,True,33,1.03125,False,32,33,1.473030303030303,0.041125859869023625
BA,54,5.0,245,33,33,1.0,True,33,1.0,True,32,33,1.637272727272727,0.04195736816873603
BA,54,5.0,245,32,32,1.0,True,32,1.0,True,29,32,1.5165625,0.0368224841806537
