graph_type,param,V,E,vbs_size,sp_size,sp_ratio,sp_valid,sp_time,dg_size,dg_ratio,dg_valid,dg_time,sa_size,sa_ratio,sa_valid,sa_time,sp_lt_dg,sp_eq_dg,sp_gt_dg
BA,5.0,100000,499985,60103,60103,1.0,True,0.7122372399317101,61448,1.0223782506696837,True,11.112138553056866,61619,1.0252233665540822,True,39.121106309001334,1,0,0
BA,5.0,100000,499985,60225,60225,1.0,True,0.6313604100141674,61578,1.0224657534246575,True,11.198961040005088,61632,1.0233623910336238,True,38.63442504196428,1,0,0
BA,5.0,100000,499985,60236,60236,1.0,True,0.6670388969359919,61571,1.0221628262168803,True,11.22711950703524,61634,1.0232087123979017,True,39.854935468989424,1,0,0
BA,5.0,100000,499985,60262,60262,1.0,True,0.6558591250795871,61536,1.0211410175566693,True,11.179374751984142,61539,1.0211908001725798,True,38.83688638708554,1,0,0
ER,0.01,1000,4994,709,709,1.0,True,0.0027159180026501417,722,1.0183356840620592,True,0.0022628570441156626,839,1.1833568406205923,True,0.1118239889619872,1,0,0
ER,0.01,1000,4980,700,700,1.0,True,0.002077638986520469,721,1.03,True,0.00208483194001019,827,1.1814285714285715,True,0.11388451606035233,1,0,0
ER,0.01,1000,4867,692,692,1.0,True,0.001924616051837802,714,1.0317919075144508,True,0.0021539750741794705,725,1.0476878612716762,True,0.10150291409809142,1,0,0
ER,0.01,1000,4838,688,688,1.0,True,0.002016248065046966,718,1.0436046511627908,True,0.003473556018434465,765,1.1119186046511629,True,0.1153657790273428,1,0,0
ER,0.01,1000,4948,696,696,1.0,True,0.0019684770377352834,716,1.028735632183908,True,0.0021282730158418417,776,1.1149425287356323,True,0.10587937803938985,1,0,0
ER,0.015,1000,7527,757,757,1.0,True,0.0030159559100866318,787,1.0396301188903567,True,0.0027487429324537516,787,1.0396301188903567,True,0.15085960598662496,1,0,0
ER,0.015,1000,7347,765,765,1.0,True,0.0030598860466852784,781,1.0209150326797385,True,0.003123721107840538,826,1.0797385620915032,True,0.16141038900241256,1,0,0
ER,0.015,1000,7503,766,766,1.0,True,0.0030617020092904568,787,1.0274151436031331,True,0.002844636095687747,882,1.1514360313315928,True,0.15896363893989474,1,0,0
ER,0.015,1000,7505,761,761,1.0,True,0.0030686160316690803,789,1.0367936925098555,True,0.002928655012510717,855,1.123521681997372,True,0.15293996792752296,1,0,0
ER,0.015,1000,7448,767,767,1.0,True,0.003079931018874049,782,1.0195567144719686,True,0.002707327948883176,885,1.1538461538461537,True,0.1599465849576518,1,0,0
ER,0.01,2000,20022,1608,1608,1.0,True,0.009555544005706906,1640,1.0199004975124377,True,0.009692364023067057,1662,1.0335820895522387,True,0.4497225909726694,1,0,0
