inst_id,graph_type,num_nodes,param,num_edges,milp_ref,cover_size,ratio,is_optimal,H_mean,H_std,H_first,H_last,H_slope,H_integral,D_kl_mean,MI_consec,n_steps
131,ER,24,0.5,139,18,18,1.0,True,0.9928739522117266,0.008943563071853528,0.9997422797261475,1.0,-0.0012196809907410997,0.9373255555526671,0.014685199267352147,2.833213344056216,18
132,ER,24,0.5,140,18,18,1.0,True,0.9940181965442415,0.009726965506078593,0.9996307708420494,1.0,-0.0010443849838856483,0.9384728973541847,0.012159508830747056,2.833213344056216,18
133,ER,24,0.5,135,18,18,1.0,True,0.9934643295530599,0.011906061271091156,0.9995448646057955,0.9463966020150019,-0.0013331365052239223,0.9394103999247042,0.011242351789180594,2.833213344056216,18
134,ER,24,0.5,141,18,18,1.0,True,0.9915492948034523,0.01330332256349107,0.9991963604701116,0.9463966020150019,-0.0015657424843354955,0.9375050458455324,0.015673540647577595,2.833213344056216,18
135,ER,24,0.5,135,18,18,1.0,True,0.9936990354883523,0.012048757684644779,0.9992928089610078,0.9463966020150019,-0.0012945509937983299,0.9396521074056854,0.010631992525691653,2.833213344056216,18
136,ER,24,0.5,142,18,19,1.0555555555555556,False,0.9967045283064869,0.0035477749313669216,0.9996985890597856,1.0,-0.0002922573600374623,0.9440808812259663,0.00751017324163663,2.8903717578961645,19
137,ER,24,0.5,145,19,19,1.0,True,0.9959280722991815,0.005412839801560355,0.9996238719747803,1.0,-0.0005721661320558124,0.9433063914577402,0.008469339593113715,2.8903717578961645,19
138,ER,24,0.5,138,18,18,1.0,True,0.9955146148221821,0.004260247227401378,0.9996581632687944,1.0,-0.0005028688639476737,0.9399685547313822,0.009841996802239501,2.833213344056216,18
139,ER,24,0.5,148,19,19,1.0,True,0.9971436117968651,0.003334002118978708,0.9997634089559716,1.0,-0.0002854221143708218,0.9445182589296025,0.006467702069480346,2.8903717578961645,19
140,ER,24,0.7,189,19,19,1.0,True,0.9937075412185213,0.011943096368525512,0.9998048534501118,0.9463966020150019,-0.0013531978655976413,0.9424917134431235,0.010533440057047594,2.8903717578961645,19
141,ER,24,0.7,189,20,20,1.0,True,0.9971937250041346,0.00403317164830062,0.9999590846478222,1.0,-0.00045117247071297365,0.9471947478879391,0.005546616952532603,2.9444389791664403,20
142,ER,24,0.7,195,20,20,1.0,True,0.9972548694576876,0.0040960928476574685,0.9999435328820766,1.0,-0.00039008569836186836,0.9472562811356354,0.005623541628828032,2.9444389791664403,20
143,ER,24,0.7,193,19,19,1.0,True,0.9930365845129699,0.01287796416177897,0.9999081921467194,0.9463966020150019,-0.0015698868564989026,0.9418180372981878,0.011566090686877395,2.8903717578961645,19
144,ER,24,0.7,187,20,20,1.0,True,0.9959226851256726,0.01169974097094772,0.9998788098105369,0.9463966020143013,-0.0008454034650111534,0.9472657998300518,0.006299554046008485,2.9444389791664403,20
145,ER,24,0.7,188,20,20,1.0,True,0.9973032475955378,0.00585137214016026,0.9998753294047257,1.0,-0.00044835451128319063,0.9473063643604196,0.005046751342627975,2.9444389791664403,20
