instance_id,graph_type,num_nodes,is_optimal,step,vertex,prob,delta,spectral_gap,n_active
65,ER,14,True,8,10,9.999666671134388e-05,2.220446049250313e-16,2.0,2
66,ER,14,True,0,12,4.7221427700305796e-05,8.333097963664216e-06,0.21471476583537008,14
66,ER,14,True,1,11,3.888832870768688e-05,2.777716500035332e-06,0.2319864263865195,12
66,ER,14,True,2,1,4.6665907598386624e-05,9.333157895974331e-06,0.33537903699496097,11
66,ER,14,True,3,5,3.958268000703313e-05,2.0832268777803975e-06,0.38209293813395195,9
66,ER,14,True,4,4,6.666515047748511e-05,8.332991902615383e-06,0.195374063803445,8
66,ER,14,True,5,2,5.833215568173955e-05,1.2499626739881364e-05,0.3740897694298128,6
66,ER,14,True,6,7,6.666511575648126e-05,2.499913195463943e-05,0.7712864461218308,4
66,ER,14,True,7,10,9.999666671134388e-05,2.220446049250313e-16,2.0,2
67,ER,14,True,0,7,3.958277643112407e-05,7.083183531930715e-06,0.3935122757122517,14
67,ER,14,True,1,2,3.3610673258799295e-05,9.944255986660266e-06,0.5036438631839959,12
67,ER,14,True,2,1,2.5666376138322455e-05,4.687361609967411e-12,0.5667313373726961,10
67,ER,14,True,3,9,3.233286867132534e-05,6.666043980141367e-07,0.459270960571534,9
67,ER,14,True,4,12,5.277681360060793e-05,1.111083317417716e-05,0.3348499916251391,8
67,ER,14,True,5,4,4.583248071821089e-05,1.3888335913536665e-06,0.6385401130375719,6
67,ER,14,True,6,11,8.333094910317751e-05,1.6665856493625064e-05,0.4226497308103745,5
67,ER,14,True,7,13,9.999666671134388e-05,2.220446049250313e-16,2.0,2
68,ER,14,True,0,12,2.9166352230713954e-05,4.761858952484488e-06,0.4170284263774806,14
68,ER,14,True,1,13,3.0118685647950727e-05,4.523739828732332e-06,0.539720337960315,13
68,ER,14,True,2,1,2.680239837227205e-05,1.326805332269032e-11,0.5688777761293595,11
68,ER,14,True,3,6,4.0277142655975595e-05,9.027558716456774e-06,0.5039561412853548,10
68,ER,14,True,4,0,4.4443699209195664e-05,6.944289482113675e-06,0.4950741242685532,8
68,ER,14,True,5,9,5.4165577749842875e-05,1.3887834385828413e-06,0.45263129050588224,7
68,ER,14,True,6,4,7.499807293798177e-05,4.440892098500626e-16,0.2928932188134524,5
68,ER,14,True,7,11,9.999666671134388e-05,4.9997708366000815e-05,0.9999999999999999,3
69,ER,14,True,0,5,2.399975180933378e-05,2.500024806062484e-07,0.3986367390256407,14
69,ER,14,True,1,2,2.6110811451651728e-05,4.4445038238638546e-07,0.34520699626907625,13
69,ER,14,True,2,9,4.2499357565728424e-05,1.4999716474894953e-05,0.3136060816739239,12
69,ER,14,True,3,4,3.2332874261409295e-05,6.666053585790976e-07,0.3597182179755375,10
69,ER,14,True,4,12,6.249866971630436e-05,1.249955512583334e-05,0.2411956171265197,9
69,ER,14,True,5,6,3.611056922392386e-05,2.777679560028723e-06,0.561757065374793,7
69,ER,14,True,6,13,5.277679559700932e-05,1.5277385870815507e-05,0.460985732490752,6
69,ER,14,True,7,0,4.444366255729193e-05,2.220446049250313e-16,1.0,4
