t,V,graph_type,identical
6.812920690579608,50,ER,False
6.812920690579608,50,ER,False
6.812920690579608,50,ER,False
6.812920690579608,50,ER,False
6.812920690579608,50,ER,False
6.812920690579608,50,ER,False
6.812920690579608,50,BA,False
6.812920690579608,50,BA,False
6.812920690579608,50,BA,False
6.812920690579608,50,BA,False
6.812920690579608,50,BA,False
6.812920690579608,50,BA,False
6.812920690579608,50,BA,False
6.812920690579608,50,BA,False
6.812920690579608,50,BA,False
6.812920690579608,50,BA,False
6.812920690579608,50,REG,True
6.812920690579608,50,REG,False
6.812920690579608,50,REG,False
10.0,4,ER,False
10.0,4,ER,False
10.0,4,ER,False
10.0,4,ER,False
10.0,4,ER,True
10.0,4,ER,False
10.0,4,ER,False
10.0,4,ER,False
10.0,4,ER,False
10.0,4,ER,False
10.0,4,BA,False
10.0,4,BA,False
10.0,4,BA,False
10.0,4,BA,False
10.0,4,BA,False
10.0,4,BA,False
10.0,4,BA,False
10.0,4,BA,False
10.0,4,BA,False
10.0,4,BA,False
10.0,4,REG,False
10.0,10,ER,False
10.0,10,ER,False
10.0,10,ER,False
10.0,10,ER,False
10.0,10,ER,False
10.0,10,ER,False
10.0,10,ER,False
10.0,10,ER,False
10.0,10,ER,False
10.0,10,ER,False
10.0,10,BA,False
10.0,10,BA,False
10.0,10,BA,False
10.0,10,BA,False
10.0,10,BA,False
10.0,10,BA,False
10.0,10,BA,False
10.0,10,BA,False
10.0,10,BA,False
10.0,10,BA,False
10.0,10,REG,False
10.0,10,REG,False
10.0,20,ER,False
10.0,20,ER,False
10.0,20,ER,False
10.0,20,ER,False
10.0,20,ER,False
10.0,20,ER,False
10.0,20,ER,False
10.0,20,ER,False
10.0,20,ER,False
10.0,20,ER,False
10.0,20,BA,False
10.0,20,BA,False
10.0,20,BA,True
10.0,20,BA,False
10.0,20,BA,False
10.0,20,BA,False
10.0,20,BA,False
10.0,20,BA,False
10.0,20,BA,False
10.0,20,BA,False
10.0,20,REG,False
10.0,20,REG,False
10.0,20,REG,False
10.0,30,ER,False
10.0,30,ER,False
10.0,30,ER,False
10.0,30,ER,False
10.0,30,ER,False
10.0,30,ER,False
10.0,30,ER,False
10.0,30,ER,False
10.0,30,ER,False
10.0,30,ER,False
10.0,30,BA,False
10.0,30,BA,False
10.0,30,BA,False
10.0,30,BA,False
10.0,30,BA,False
10.0,30,BA,False
10.0,30,BA,False
10.0,30,BA,False
10.0,30,BA,False
10.0,30,BA,False
10.0,30,REG,False
10.0,30,REG,False
10.0,30,REG,False
10.0,40,ER,False
10.0,40,ER,False
10.0,40,ER,False
10.0,40,ER,False
10.0,40,ER,False
10.0,40,ER,False
10.0,40,ER,False
10.0,40,ER,False
10.0,40,ER,False
10.0,40,ER,False
10.0,40,BA,False
10.0,40,BA,False
10.0,40,BA,False
10.0,40,BA,False
10.0,40,BA,False
10.0,40,BA,False
10.0,40,BA,False
10.0,40,BA,False
10.0,40,BA,False
10.0,40,BA,False
10.0,40,REG,False
10.0,40,REG,False
10.0,40,REG,False
10.0,50,ER,False
10.0,50,ER,False
10.0,50,ER,False
10.0,50,ER,False
10.0,50,ER,False
10.0,50,ER,False
10.0,50,ER,False
10.0,50,ER,False
10.0,50,ER,False
10.0,50,ER,False
10.0,50,BA,False
10.0,50,BA,False
10.0,50,BA,False
10.0,50,BA,False
10.0,50,BA,False
10.0,50,BA,False
10.0,50,BA,False
10.0,50,BA,False
10.0,50,BA,False
10.0,50,BA,False
10.0,50,REG,False
10.0,50,REG,False
10.0,50,REG,False
